scaffold,start,end,mid,sites,pi_Hti
scaffold_98,695024,728288,711128,25000,0.021239
scaffold_98,728289,795527,766495,25000,0.025249
scaffold_98,795528,851596,818897,25000,0.024439
scaffold_98,851597,897044,872663,25000,0.021064
scaffold_99,16643,73837,38407,25000,0.010412
scaffold_99,73838,544769,293155,12177,0.024003
scaffold_100,13392,47442,32688,25000,0.006769
scaffold_100,47443,94796,70081,25000,0.00573
scaffold_100,94797,131738,114793,25000,0.00689
scaffold_100,131739,160590,146305,25000,0.014911
scaffold_100,160591,207622,187045,25000,0.012916
scaffold_100,207623,239549,223442,25000,0.008634
scaffold_100,239550,286230,265001,25000,0.009748
scaffold_100,286231,320615,300795,25000,0.012188
scaffold_100,320616,377029,340125,25000,0.010391
scaffold_100,377030,427022,407246,25000,0.007349
scaffold_100,427023,463963,443917,25000,0.009576
scaffold_100,463964,554940,524874,25000,0.006372
scaffold_100,554941,594788,577509,25000,0.014357
scaffold_100,594789,640946,623090,25000,0.01472
scaffold_100,640947,679405,664869,25000,0.008116
scaffold_100,679406,707670,693817,25000,0.007186
scaffold_100,707671,735576,721596,25000,0.011326
scaffold_100,735577,774976,753175,25000,0.008684
scaffold_100,774977,802247,788693,25000,0.010778
scaffold_100,802248,841102,826479,25000,0.00859
scaffold_100,841103,871433,856010,25000,0.006364
scaffold_100,871434,889485,880363,16491,0.01009
scaffold_101,65453,745852,328205,25000,0.031244
scaffold_101,745853,768667,757146,13156,0.000111
scaffold_102,6104,220327,116786,25000,0.024359
scaffold_102,220328,421984,321675,25000,0.029448
scaffold_102,421985,556012,501639,25000,0.029592
scaffold_102,556013,654952,596506,25000,0.016406
scaffold_102,654953,833279,695750,16119,0.021625
scaffold_103,2318,290888,103687,25000,0.017219
scaffold_103,290889,662941,462930,25000,0.012566
scaffold_103,662942,727120,705932,25000,0.016657
scaffold_103,727121,804490,768018,25000,0.021663
scaffold_103,804491,838232,820076,25000,0.019387
scaffold_103,838233,856733,845845,11003,0.019118
scaffold_104,1303,52994,20951,25000,0.015763
scaffold_104,52995,81213,67027,25000,0.016458
scaffold_104,81214,133016,110786,25000,0.018043
scaffold_104,133017,163002,148244,25000,0.021223
scaffold_104,163003,190974,176941,25000,0.014474
scaffold_104,190975,219296,205247,25000,0.010679
scaffold_104,219297,248490,234016,25000,0.009642
scaffold_104,248491,275373,262007,25000,0.007711
scaffold_104,275374,322359,292628,25000,0.01321
scaffold_104,322360,379711,356759,25000,0.018086
scaffold_104,379712,406713,393042,25000,0.013416
scaffold_104,406714,440281,425742,25000,0.013436
scaffold_104,440283,471483,455827,25000,0.017826
scaffold_104,471484,509623,487931,25000,0.014241
scaffold_104,509624,536863,523286,25000,0.008179
scaffold_104,536864,576008,556144,25000,0.010454
scaffold_104,576009,604207,590083,25000,0.010443
scaffold_104,604208,632321,618317,25000,0.010443
scaffold_104,632322,666837,652072,25000,0.008908
scaffold_104,666838,696117,680807,25000,0.011829
scaffold_104,696118,753503,731695,25000,0.012496
scaffold_104,753504,815427,791685,25000,0.014231
scaffold_104,815428,833164,823999,14333,0.008766
scaffold_106,17447,75846,45831,25000,0.003817
scaffold_106,75847,103762,89878,25000,0.004876
scaffold_106,103763,144807,120746,25000,0.003969
scaffold_106,144810,173896,159966,25000,0.005739
scaffold_106,173897,206828,190725,25000,0.00783
scaffold_106,206829,257566,238248,25000,0.006663
scaffold_106,257567,285889,271729,25000,0.004777
scaffold_106,285890,318178,303563,25000,0.00407
scaffold_106,318180,345894,332249,25000,0.002926
scaffold_106,345895,375307,361222,25000,0.002099
scaffold_106,375308,403688,389139,25000,0.003044
scaffold_106,403689,432141,418291,25000,0.002784
scaffold_106,432142,459610,445806,25000,0.003861
scaffold_106,459611,489391,474832,25000,0.003401
scaffold_106,489392,520008,505161,25000,0.003254
scaffold_106,520009,557071,536122,25000,0.003094
scaffold_106,557072,584979,570903,25000,0.002437
scaffold_106,584980,613134,599035,25000,0.00326
scaffold_106,613135,639759,626379,25000,0.003099
scaffold_106,639760,673913,656411,25000,0.003807
scaffold_106,673914,707020,688773,25000,0.004734
scaffold_106,707021,736444,722073,25000,0.006289
scaffold_106,736445,765282,750756,25000,0.00812
scaffold_106,765283,818528,795710,25000,0.004887
scaffold_107,88747,608060,450755,25000,0.021644
scaffold_108,6307,34936,21104,25000,0.004696
scaffold_108,34937,66761,49734,25000,0.005017
scaffold_108,66762,106734,90276,25000,0.007386
scaffold_108,106735,136362,121708,25000,0.004913
scaffold_108,136363,163431,149944,25000,0.004794
scaffold_108,163432,191227,177333,25000,0.004636
scaffold_108,191228,221689,207386,25000,0.007247
scaffold_108,221690,250464,235969,25000,0.004986
scaffold_108,250465,280754,265727,25000,0.006023
scaffold_108,280755,308568,294669,25000,0.00594
scaffold_108,308569,335671,322099,25000,0.005337
scaffold_108,335672,362532,349142,25000,0.005333
scaffold_108,362533,397014,382150,25000,0.007033
scaffold_108,397015,426088,411151,25000,0.006577
scaffold_108,426089,454016,440158,25000,0.005374
scaffold_108,454017,482135,467874,25000,0.005379
scaffold_108,482136,517287,498203,25000,0.00647
scaffold_108,517288,544816,530912,25000,0.009819
scaffold_108,544817,574804,558813,25000,0.007706
scaffold_108,574805,601872,588406,25000,0.00797
scaffold_108,601874,638461,620472,25000,0.001944
scaffold_108,638462,666241,652513,25000,0.000649
scaffold_108,666242,704047,683336,25000,0.001441
scaffold_108,704048,732213,718162,25000,0.007217
scaffold_108,732214,759204,745484,25000,0.006436
scaffold_108,759205,787234,773090,25000,0.008151
scaffold_108,787235,811019,799460,21230,0.006811
scaffold_109,46719,223078,128316,25000,0.02361
scaffold_109,223079,409872,354220,25000,0.024509
scaffold_109,409873,476349,452781,25000,0.026762
scaffold_109,476350,644693,573564,25000,0.032656
scaffold_109,644694,690213,670671,25000,0.023613
scaffold_109,690214,738334,715025,25000,0.020913
scaffold_109,738335,777828,758671,25000,0.019904
scaffold_109,777829,806619,792778,18475,0.019073
scaffold_110,6,42139,20551,25000,0.023002
scaffold_110,42140,85835,65814,25000,0.017337
scaffold_110,85836,129935,103250,25000,0.01785
scaffold_110,129936,160057,145791,25000,0.008613
scaffold_110,160058,207100,182418,25000,0.009353
scaffold_110,207101,234940,221046,25000,0.010619
scaffold_110,234941,264526,249695,25000,0.006661
scaffold_110,264527,293518,278908,25000,0.006984
scaffold_110,293519,351588,330321,25000,0.00595
scaffold_110,351589,390015,373966,25000,0.005837
scaffold_110,390016,508953,419231,25000,0.018893
scaffold_110,508954,546824,526986,25000,0.013544
scaffold_110,546825,615981,590679,25000,0.00837
scaffold_110,615982,650830,632036,25000,0.011649
scaffold_110,650831,704601,674350,25000,0.01301
scaffold_111,1,58587,15660,25000,0.017751
scaffold_111,58588,144763,122868,25000,0.018889
scaffold_111,144764,172203,158726,25000,0.012157
scaffold_111,172204,200307,186385,25000,0.017724
scaffold_111,200308,227197,214018,25000,0.010106
scaffold_111,227198,253306,240066,25000,0.00613
scaffold_111,253307,303971,276009,25000,0.013909
scaffold_111,303972,333962,319007,25000,0.009877
scaffold_111,333963,361045,347410,25000,0.013281
scaffold_111,361046,388387,375029,25000,0.00467
scaffold_111,388388,415649,402318,25000,0.010007
scaffold_111,415650,441265,428448,25000,0.004193
scaffold_111,441266,478527,457145,25000,0.00884
scaffold_111,478528,511645,492027,25000,0.005756
scaffold_111,511646,549292,525119,25000,0.008321
scaffold_111,549293,575574,562498,25000,0.005967
scaffold_111,575575,601800,588812,25000,0.006409
scaffold_111,601801,626919,614393,25000,0.002156
scaffold_111,626920,657703,640077,25000,0.000857
scaffold_111,657704,689820,674558,25000,0.007466
scaffold_111,689821,718579,704579,25000,0.015561
scaffold_111,718580,746330,732504,25000,0.016678
scaffold_111,746331,803071,766800,25000,0.020665
scaffold_112,1336,32312,17890,25000,0.004007
scaffold_112,32313,64622,46474,25000,0.003854
scaffold_112,64623,111550,88542,25000,0.004083
scaffold_112,111551,142053,128288,25000,0.004471
scaffold_112,142054,169140,155625,25000,0.005922
scaffold_112,169141,197791,182820,25000,0.004576
scaffold_112,197792,230416,212883,25000,0.007059
scaffold_112,230417,258130,244114,25000,0.005034
scaffold_112,258131,284486,271222,25000,0.003819
scaffold_112,284487,310844,297775,25000,0.00351
scaffold_112,310845,341612,326721,25000,0.004949
scaffold_112,341613,369098,355158,25000,0.008891
scaffold_112,369099,399308,382940,25000,0.004649
scaffold_112,399311,425399,412412,25000,0.003024
scaffold_112,425400,452110,439057,25000,0.003006
scaffold_112,452111,483315,467656,25000,0.003626
scaffold_112,483316,515206,499129,25000,0.008279
scaffold_112,515207,541349,528187,25000,0.005233
scaffold_112,541350,567935,554443,25000,0.007997
scaffold_112,567936,594440,581015,25000,0.007284
scaffold_112,594441,623105,608712,25000,0.011006
scaffold_112,623106,652344,637605,25000,0.002881
scaffold_112,652345,687184,670211,25000,0.007561
scaffold_112,687185,713859,700187,25000,0.006737
scaffold_112,713860,741685,727716,25000,0.005857
scaffold_112,741686,769118,755490,25000,0.003027
scaffold_112,769119,794993,782342,23085,0.00517
scaffold_113,327933,387035,361063,25000,0.008311
scaffold_113,387036,429791,407267,25000,0.006206
scaffold_113,429792,461802,444844,25000,0.006381
scaffold_113,461803,490844,476355,25000,0.005336
scaffold_113,490845,522087,507428,25000,0.004026
scaffold_113,522088,548457,535170,25000,0.004527
scaffold_113,548458,577224,562377,25000,0.006557
scaffold_113,577225,605402,591221,25000,0.007977
scaffold_113,605403,633596,619486,25000,0.00782
scaffold_113,633597,664808,649657,25000,0.006914
scaffold_113,664809,702367,680775,25000,0.01104
scaffold_113,702368,739205,719453,25000,0.010576
scaffold_113,739206,772023,756469,25000,0.007781
scaffold_114,10606,47260,27361,25000,0.011991
scaffold_114,47261,83284,68485,25000,0.009179
scaffold_114,83285,120337,100814,25000,0.012861
scaffold_114,120338,164501,144091,25000,0.006081
scaffold_114,164502,196059,179414,25000,0.00994
scaffold_114,196060,232790,214060,25000,0.004679
scaffold_114,232791,259764,245997,25000,0.008487
scaffold_114,259765,317441,277424,25000,0.010784
scaffold_114,317442,354326,337962,25000,0.009821
scaffold_114,354327,382004,368034,25000,0.008689
scaffold_114,382005,411196,395952,25000,0.010173
scaffold_114,411197,458120,433773,25000,0.010823
scaffold_114,458121,485588,471810,25000,0.009101
scaffold_114,485589,514235,499912,25000,0.010263
scaffold_114,514236,543632,529318,25000,0.009023
scaffold_114,543633,573278,559539,25000,0.010869
scaffold_114,573279,602926,588325,25000,0.014246
scaffold_114,602927,663409,627423,25000,0.010593
scaffold_114,663410,694953,678860,25000,0.010854
scaffold_114,694954,723652,709469,25000,0.009187
scaffold_114,723653,756410,741249,25000,0.01248
scaffold_114,756411,784314,770411,25000,0.010746
scaffold_115,59762,306569,183268,25000,0.031377
scaffold_115,306570,359129,335618,25000,0.029612
scaffold_115,359130,393507,379475,25000,0.014751
scaffold_115,393508,426026,409567,25000,0.017667
scaffold_115,426027,711975,553977,25000,0.029583
scaffold_115,711976,771702,738606,25000,0.027503
scaffold_116,12633,200125,154548,25000,0.013539
scaffold_116,200126,443446,314253,25000,0.017904
scaffold_116,443449,609953,539088,25000,0.029876
scaffold_116,609954,653289,628197,25000,0.022875
scaffold_116,653290,763036,724289,25000,0.028636
scaffold_117,1859,58432,24013,25000,0.002437
scaffold_117,58433,85496,72074,25000,0.003824
scaffold_117,85497,114620,100521,25000,0.00414
scaffold_117,114621,143569,129511,25000,0.004296
scaffold_117,143570,170992,157230,25000,0.002679
scaffold_117,170993,211979,188442,25000,0.003564
scaffold_117,211980,240866,226641,25000,0.004153
scaffold_117,240867,268083,254187,25000,0.002486
scaffold_117,268084,301256,282173,25000,0.005053
scaffold_117,301257,332172,315644,25000,0.004887
scaffold_117,332173,367887,347272,25000,0.00431
scaffold_117,367888,418096,396211,25000,0.005236
scaffold_117,418097,445510,431911,25000,0.00436
scaffold_117,445511,475314,461983,25000,0.003776
scaffold_117,475315,502152,488876,25000,0.003037
scaffold_117,502153,530036,515643,25000,0.004419
scaffold_117,530037,558452,543978,25000,0.004307
scaffold_117,558453,585705,571870,25000,0.004797
scaffold_117,585706,615123,600446,25000,0.003614
scaffold_117,615124,648604,630594,25000,0.005263
scaffold_117,648605,702976,669660,25000,0.010693
scaffold_117,702977,742502,728681,25000,0.007074
scaffold_117,742504,756065,749002,11039,0.006901
scaffold_118,238312,326624,272051,25000,0.012506
scaffold_118,326625,459635,377500,25000,0.017831
scaffold_118,459636,513040,494584,25000,0.019202
scaffold_118,513041,622128,568003,25000,0.01009
scaffold_118,622129,727844,667243,17754,0.029661
scaffold_119,4160,33424,18970,25000,0.005783
scaffold_119,33425,61738,47327,25000,0.007006
scaffold_119,61742,90647,76162,25000,0.005747
scaffold_119,90648,127644,108354,25000,0.006599
scaffold_119,127645,156551,141825,25000,0.005846
scaffold_119,156552,197885,181851,25000,0.007049
scaffold_119,197886,253614,219551,25000,0.005064
scaffold_119,253615,280588,267064,25000,0.003369
scaffold_119,280589,316308,298350,25000,0.006273
scaffold_119,316309,343658,329829,25000,0.003251
scaffold_119,343659,373855,357903,25000,0.00262
scaffold_119,373857,413018,397662,25000,0.006857
scaffold_119,413019,442229,427234,25000,0.007436
scaffold_119,442230,476499,460378,25000,0.005644
scaffold_119,476500,504791,490710,25000,0.006671
scaffold_119,504792,579253,541111,25000,0.007951
scaffold_119,579254,615431,595271,25000,0.005124
scaffold_119,615432,646723,630326,25000,0.006167
scaffold_119,646724,675365,660842,25000,0.004413
scaffold_119,675366,704013,689661,25000,0.005454
scaffold_119,704014,736178,719693,25000,0.006077
scaffold_119,736179,751292,744167,13335,0.002469
scaffold_120,963,122614,70176,25000,0.023759
scaffold_120,122615,155183,139661,25000,0.013669
scaffold_120,155184,201829,176833,25000,0.026874
scaffold_120,201830,295199,232399,25000,0.023335
scaffold_120,295200,341739,318782,25000,0.012544
scaffold_120,341740,374354,359307,25000,0.01053
scaffold_120,374355,422228,401978,25000,0.014654
scaffold_120,422229,468746,445410,25000,0.017354
scaffold_120,468747,543800,512893,25000,0.021863
scaffold_120,543801,614187,569975,25000,0.017066
scaffold_120,614188,694017,656260,25000,0.022731
scaffold_120,694018,724434,710233,25000,0.015527
scaffold_120,724435,745635,735397,15857,0.01625
scaffold_121,1368,29334,14860,25000,0.00301
scaffold_121,29335,61741,46209,25000,0.003534
scaffold_121,61742,94074,78311,25000,0.0031
scaffold_121,94076,122261,107636,25000,0.003101
scaffold_121,122262,165970,141801,25000,0.003817
scaffold_121,165971,195682,180114,25000,0.007887
scaffold_121,195684,223176,209559,25000,0.00711
scaffold_121,223177,251518,237581,25000,0.004946
scaffold_121,251519,279165,265269,25000,0.006551
scaffold_121,279166,307628,293355,25000,0.003757
scaffold_121,307629,334967,321475,25000,0.004184
scaffold_121,334968,362294,348270,25000,0.006136
scaffold_121,362295,492803,414309,25000,0.013159
scaffold_121,492804,553583,513283,25000,0.02353
scaffold_121,553584,611860,574342,25000,0.018995
scaffold_121,611861,670297,647239,25000,0.025839
scaffold_122,9960,48468,27629,25000,0.010573
scaffold_122,48469,85560,66025,25000,0.005897
scaffold_122,85561,121575,101593,25000,0.005901
scaffold_122,121576,149467,135416,25000,0.002304
scaffold_122,149468,176618,163069,25000,0.007023
scaffold_122,176619,204813,190604,25000,0.010541
scaffold_122,204814,233019,218984,25000,0.010545
scaffold_122,233020,262025,247384,25000,0.010667
scaffold_122,262026,292732,277579,25000,0.005733
scaffold_122,292733,320923,306899,25000,0.008679
scaffold_122,320924,367297,340781,25000,0.008714
scaffold_122,367298,408165,381829,25000,0.007604
scaffold_122,408166,434723,421340,25000,0.007676
scaffold_122,434724,462996,448890,25000,0.007423
scaffold_122,462997,531220,501672,25000,0.010893
scaffold_122,531221,558912,545286,25000,0.007793
scaffold_122,558913,651179,582518,25000,0.007636
scaffold_122,651180,709673,694511,25000,0.010067
scaffold_122,709674,737213,723218,23693,0.006373
scaffold_123,5463,234796,108841,25000,0.016723
scaffold_123,234797,690150,429154,25000,0.016963
scaffold_124,78193,244406,218853,25000,0.01162
scaffold_124,244407,313565,289848,25000,0.01846
scaffold_124,313566,392981,360692,25000,0.020639
scaffold_124,392983,422658,407605,25000,0.010784
scaffold_124,422659,476012,441251,25000,0.01779
scaffold_124,476013,592658,542717,25000,0.011282
scaffold_124,592659,646827,618099,25000,0.0131
scaffold_124,646828,676595,661731,25000,0.010577
scaffold_124,676596,703573,687723,18021,0.007499
scaffold_126,5016,77180,44709,25000,0.013667
scaffold_126,77181,105837,91567,25000,0.00737
scaffold_126,105838,134791,119819,25000,0.004417
scaffold_126,134792,165846,148449,25000,0.00506
scaffold_126,165847,193222,179576,25000,0.005263
scaffold_126,193223,220871,207067,25000,0.004476
scaffold_126,220872,251107,236913,25000,0.002327
scaffold_126,251108,280408,265744,25000,0.005534
scaffold_126,280409,310347,295342,25000,0.012216
scaffold_126,310348,342364,326168,25000,0.003233
scaffold_126,342365,370505,356397,25000,0.004094
scaffold_126,370506,399497,385044,25000,0.005269
scaffold_126,399498,433470,417422,25000,0.006086
scaffold_126,433471,461171,447127,25000,0.006423
scaffold_126,461172,488727,474989,25000,0.005233
scaffold_126,488728,516756,502677,25000,0.004114
scaffold_126,516757,545671,531220,25000,0.00655
scaffold_126,545672,573163,559254,25000,0.00572
scaffold_126,573164,622361,595982,25000,0.00508
scaffold_126,622363,716260,669256,20993,0.007074
scaffold_127,75141,609206,267138,23396,0.028157
scaffold_128,1,32564,17154,25000,0.005684
scaffold_128,32565,60533,46331,25000,0.005706
scaffold_128,60534,96893,81161,25000,0.004526
scaffold_128,96894,128327,111986,25000,0.003517
scaffold_128,128328,196681,176620,25000,0.00373
scaffold_128,196687,223127,210050,25000,0.006196
scaffold_128,223128,260449,243672,25000,0.004956
scaffold_128,260450,288205,274151,25000,0.004874
scaffold_128,288206,316200,302106,25000,0.004796
scaffold_128,316201,347314,332354,25000,0.005723
scaffold_128,347315,389742,373168,25000,0.005833
scaffold_128,389743,421494,405984,25000,0.007607
scaffold_128,421496,459204,440638,25000,0.004673
scaffold_128,459205,489185,473191,25000,0.006489
scaffold_128,489186,518896,504215,25000,0.008023
scaffold_128,518897,548304,532348,25000,0.013744
scaffold_128,548306,576964,563206,25000,0.006403
scaffold_128,576965,605960,590274,25000,0.006403
scaffold_128,605961,633584,619741,25000,0.005037
scaffold_128,633585,681376,663288,25000,0.0119
scaffold_128,681377,696279,689152,10729,0.010139
scaffold_129,4872,79996,49791,25000,0.022479
scaffold_129,79997,108062,94008,25000,0.010927
scaffold_129,108063,144393,125484,25000,0.017031
scaffold_129,144394,172161,157968,25000,0.014023
scaffold_129,172162,199254,185896,25000,0.009109
scaffold_129,199255,229272,214355,25000,0.010734
scaffold_129,229273,297312,247847,25000,0.010769
scaffold_129,297313,432740,356498,25000,0.02226
scaffold_129,432741,665639,578139,25000,0.01338
scaffold_129,665640,692716,678101,23071,0.0045
scaffold_130,877,41343,24437,25000,0.016581
scaffold_130,41344,71801,56526,25000,0.01026
scaffold_130,71802,121505,100486,25000,0.010191
scaffold_130,121506,158816,138875,25000,0.017109
scaffold_130,158817,201983,185483,25000,0.011781
scaffold_130,201984,492744,267234,25000,0.023343
scaffold_130,492745,572357,517695,25000,0.03088
scaffold_130,572358,687470,607043,17635,0.019275
scaffold_131,2549,36951,18998,25000,0.019949
scaffold_131,36952,114695,77474,25000,0.020457
scaffold_131,114696,195462,146035,25000,0.022271
scaffold_131,195463,250678,211771,25000,0.012716
scaffold_131,250679,289318,267421,25000,0.01372
scaffold_131,289319,439066,307632,25000,0.017693
scaffold_131,439067,530356,488489,25000,0.020168
scaffold_131,530357,583586,558437,25000,0.017389
scaffold_131,583587,614128,598787,25000,0.009927
scaffold_132,101405,176061,152416,25000,0.015562
scaffold_133,3690,32621,19002,25000,0.00515
scaffold_133,32622,62745,48540,25000,0.005361
scaffold_133,62746,90403,76590,25000,0.004197
scaffold_133,90405,119595,104572,25000,0.00581
scaffold_133,119596,146862,133296,25000,0.00479
scaffold_133,146863,186828,162754,25000,0.00362
scaffold_133,186829,213847,200365,25000,0.007639
scaffold_133,213848,242780,228108,25000,0.007586
scaffold_133,242781,270197,256506,25000,0.004814
scaffold_133,270198,307420,285306,25000,0.005894
scaffold_133,307421,334906,321279,25000,0.005521
scaffold_133,334907,365179,349856,25000,0.005743
scaffold_133,365180,392531,378896,25000,0.006514
scaffold_133,392532,426212,407947,25000,0.003279
scaffold_133,426213,459181,444639,25000,0.005473
scaffold_133,459182,486874,472962,25000,0.00754
scaffold_133,486875,527147,501984,25000,0.005423
scaffold_133,527148,555650,541137,25000,0.00679
scaffold_133,555651,584626,569746,25000,0.005959
scaffold_133,584627,625370,604752,25000,0.004516
scaffold_133,625372,653130,639247,25000,0.006967
scaffold_134,160938,486602,334379,25000,0.018651
scaffold_134,486603,636622,606842,14785,0.025528
scaffold_135,19606,49977,34971,25000,0.012827
scaffold_135,49979,102079,85038,25000,0.0141
scaffold_135,102080,139260,120019,25000,0.013608
scaffold_135,139261,219228,183251,25000,0.020305
scaffold_135,219229,264774,238636,25000,0.022363
scaffold_135,264775,302793,286462,25000,0.031515
scaffold_135,302794,332641,317852,25000,0.024558
scaffold_135,332642,376636,357989,25000,0.015623
scaffold_135,376637,421647,400827,25000,0.014512
scaffold_135,421648,468311,446662,25000,0.011731
scaffold_135,468312,497298,482394,25000,0.014883
scaffold_135,497299,532765,512734,21409,0.016958
scaffold_136,41858,103961,81413,25000,0.020604
scaffold_136,103962,175529,143263,25000,0.021045
scaffold_136,175530,299699,210454,25000,0.020913
scaffold_136,299700,332251,316248,25000,0.015932
scaffold_136,332252,470239,365951,25000,0.029657
scaffold_136,470240,545115,491330,25000,0.024934
scaffold_136,545116,592994,563341,25000,0.03201
scaffold_137,281907,638282,533827,25000,0.006273
scaffold_138,1,36784,17063,25000,0.00975
scaffold_138,36785,69334,53329,25000,0.01644
scaffold_138,69336,98280,83973,25000,0.012842
scaffold_138,98281,128231,112653,25000,0.010662
scaffold_138,128232,156781,142231,25000,0.01381
scaffold_138,156782,255829,195275,25000,0.018189
scaffold_138,255830,290056,273091,25000,0.0163
scaffold_138,290057,420907,337789,25000,0.0257
scaffold_138,420908,469410,449821,25000,0.014565
scaffold_138,469411,507933,485894,25000,0.016002
scaffold_138,507934,561557,535382,25000,0.019426
scaffold_138,561558,600342,581726,25000,0.018056
scaffold_138,600343,635124,617290,25000,0.009857
scaffold_139,27,31637,17221,25000,0.006406
scaffold_139,31638,60736,46154,25000,0.008239
scaffold_139,60738,91898,75536,25000,0.006839
scaffold_139,91899,120198,106246,25000,0.004541
scaffold_139,120199,152498,134468,25000,0.004531
scaffold_139,152499,190558,169498,25000,0.008925
scaffold_139,190559,224213,207580,25000,0.00733
scaffold_139,224214,258244,242336,25000,0.004359
scaffold_139,258245,287034,272901,25000,0.003641
scaffold_139,287035,335519,309117,25000,0.003183
scaffold_139,335520,377068,359757,25000,0.006626
scaffold_139,377069,413291,397909,25000,0.012058
scaffold_139,413292,441772,427333,25000,0.011256
scaffold_139,441773,470485,456629,25000,0.004139
scaffold_139,470486,502091,484388,25000,0.004767
scaffold_139,502092,528805,515167,25000,0.005786
scaffold_139,528806,564489,548031,25000,0.007321
scaffold_139,564490,592009,578096,25000,0.007436
scaffold_139,592010,623786,609320,25000,0.008083
scaffold_139,623787,642445,633317,16386,0.008708
scaffold_140,26245,195934,90312,25000,0.022784
scaffold_140,195935,443757,310880,25000,0.025873
scaffold_140,443758,525534,474648,25000,0.015097
scaffold_140,525537,639987,548963,12723,0.012158
scaffold_141,16432,204724,166555,25000,0.024222
scaffold_141,204727,248233,223047,25000,0.021297
scaffold_141,248234,286297,268210,25000,0.019749
scaffold_141,286298,337828,309946,25000,0.018917
scaffold_141,337829,374040,356069,25000,0.022856
scaffold_141,374041,435746,411806,25000,0.023843
scaffold_141,435747,498513,471821,25000,0.027359
scaffold_141,498514,536298,514530,25000,0.01463
scaffold_141,536299,582224,558321,25000,0.018303
scaffold_141,582225,615895,599461,25000,0.01436
scaffold_142,8,50917,21339,25000,0.0252
scaffold_142,50918,147546,95785,25000,0.026263
scaffold_142,147547,217249,185386,25000,0.028245
scaffold_142,217250,292315,260883,25000,0.025819
scaffold_142,292316,346577,315424,25000,0.025079
scaffold_142,346578,397965,375604,25000,0.021742
scaffold_142,397966,554735,491121,25000,0.031582
scaffold_142,554736,610858,578560,25000,0.025804
scaffold_143,32,56633,36229,25000,0.015725
scaffold_143,56634,109636,79065,25000,0.014019
scaffold_143,109637,142729,125837,25000,0.0191
scaffold_143,142730,179054,162889,25000,0.006947
scaffold_143,179055,251167,231055,25000,0.021317
scaffold_143,251168,333777,295074,25000,0.029566
scaffold_143,333778,452364,374542,25000,0.030114
scaffold_143,452365,591708,543238,25000,0.011369
scaffold_143,591709,613398,602755,17838,0.005063
scaffold_144,25,28415,14076,25000,0.007317
scaffold_144,28416,61806,43462,25000,0.010923
scaffold_144,61807,91451,76534,25000,0.010639
scaffold_144,91452,120534,105844,25000,0.011644
scaffold_144,120535,150028,135112,25000,0.009823
scaffold_144,150029,196172,168632,25000,0.008764
scaffold_144,196173,236392,218111,25000,0.012307
scaffold_144,236393,266870,252459,25000,0.00953
scaffold_144,266871,303720,285772,25000,0.009225
scaffold_144,303721,332323,318462,25000,0.01078
scaffold_144,332324,361234,346769,25000,0.006451
scaffold_144,361235,389393,375808,25000,0.00734
scaffold_144,389394,420631,404938,25000,0.008153
scaffold_144,420632,458217,436132,25000,0.007521
scaffold_144,458218,485739,471887,25000,0.008784
scaffold_144,485740,512665,499121,25000,0.006773
scaffold_144,512666,543475,528762,25000,0.006584
scaffold_144,543476,576707,560625,25000,0.005399
scaffold_144,576708,615011,600914,25000,0.004974
scaffold_145,1295,52733,28968,25000,0.013035
scaffold_145,52734,86907,68264,25000,0.01116
scaffold_145,86908,135777,111008,25000,0.025447
scaffold_145,135778,168018,152937,25000,0.012611
scaffold_145,168019,213931,195365,25000,0.020116
scaffold_145,213932,245535,230806,25000,0.022228
scaffold_145,245536,273827,259733,25000,0.010393
scaffold_145,273829,311455,289765,25000,0.019406
scaffold_145,311456,347902,328719,25000,0.02456
scaffold_145,347903,391135,372827,25000,0.025653
scaffold_145,391136,431142,412191,25000,0.02194
scaffold_145,431143,493048,463814,25000,0.022903
scaffold_145,493049,595362,548357,25000,0.022826
scaffold_146,9810,39287,25098,25000,0.020013
scaffold_146,39288,66651,52947,25000,0.004514
scaffold_146,66652,93832,80128,25000,0.004504
scaffold_146,93833,120200,107137,25000,0.004933
scaffold_146,120201,152872,135260,25000,0.00536
scaffold_146,152873,191415,176481,25000,0.00597
scaffold_146,191416,219102,205603,25000,0.00473
scaffold_146,219103,251241,237066,25000,0.00412
scaffold_146,251242,310169,278469,25000,0.004597
scaffold_146,310171,358112,341673,25000,0.005446
scaffold_146,358113,386230,372579,25000,0.003929
scaffold_146,386231,430477,409945,25000,0.004699
scaffold_146,430478,459497,444593,25000,0.004693
scaffold_146,459499,486221,472767,25000,0.005817
scaffold_146,486222,515778,500556,25000,0.007141
scaffold_146,515779,544251,529530,25000,0.004353
scaffold_146,544253,576554,559165,25000,0.005467
scaffold_146,576555,593657,585405,14875,0.004137
scaffold_147,25194,375722,165945,24726,0.032137
scaffold_148,1,69691,36084,25000,0.014512
scaffold_148,69692,231408,203123,25000,0.010907
scaffold_148,231409,312293,283574,25000,0.020147
scaffold_148,312294,477270,437593,25000,0.022686
scaffold_148,477271,578724,499114,10849,0.008259
scaffold_149,1,103440,57043,25000,0.021835
scaffold_149,103441,165491,147123,25000,0.020327
scaffold_149,165492,209192,181621,25000,0.017394
scaffold_149,209193,327210,270969,25000,0.018745
scaffold_149,327211,358113,343741,25000,0.015714
