scaffold,start,end,mid,sites,pi_Sms1,pi_Sms2,dxy_Sms1_Sms2,Fst_Sms1_Sms2
scaffold_8,18149003,18179741,18165952,25000,0.001897,0.002195,0.002224,0.043207
scaffold_8,18179742,18208881,18193666,25000,0.002034,0.002353,0.004047,0.304649
scaffold_8,18208882,18265462,18242951,25000,0.002391,0.002467,0.003608,0.201614
scaffold_8,18265463,18644716,18371968,25000,0.001283,0.001424,0.001285,-0.026628
scaffold_8,18644717,18724980,18675355,25000,0.00193,0.002574,0.002305,0.012038
scaffold_8,18724981,18750675,18737782,25000,0.001083,0.001217,0.001078,-0.033331
scaffold_8,18750676,18762702,18756416,10335,0.00202,0.002005,0.001925,-0.023112
scaffold_9,1,36005,18014,25000,0.001501,0.001346,0.001634,0.071919
scaffold_9,36006,109810,73495,25000,0.002216,0.002079,0.001995,-0.038149
scaffold_9,109811,255186,191623,25000,0.002317,0.002214,0.002285,0.004603
scaffold_9,255187,280990,268007,25000,0.002412,0.001936,0.00201,-0.056931
scaffold_9,280991,322420,308496,25000,0.003313,0.003231,0.003107,-0.028114
scaffold_9,322421,412756,363819,25000,0.001564,0.001374,0.001392,-0.038238
scaffold_9,412757,446522,427214,25000,0.001678,0.00164,0.001545,-0.036893
scaffold_9,446527,533813,470080,25000,0.001475,0.00126,0.002803,0.351441
scaffold_9,533814,581318,547421,25000,0.001946,0.002039,0.001844,-0.035701
scaffold_9,581319,645560,624468,25000,0.002298,0.001973,0.002927,0.150705
scaffold_9,645561,672602,659569,25000,0.00167,0.002124,0.00386,0.351095
scaffold_9,672603,724818,706045,25000,0.002062,0.001632,0.001719,-0.041304
scaffold_9,724819,755214,741797,25000,0.004397,0.004415,0.004829,0.046978
scaffold_9,755215,787313,772794,25000,0.001167,0.002018,0.004564,0.476392
scaffold_9,787314,824418,806839,25000,0.001986,0.002457,0.002376,0.034728
scaffold_9,824419,850505,837428,25000,0.002919,0.003004,0.004511,0.212608
scaffold_9,850506,885374,869880,25000,0.001895,0.002256,0.002213,0.033059
scaffold_9,885375,921739,901794,25000,0.001895,0.002252,0.002006,-0.017002
scaffold_9,921740,949069,935080,25000,0.001948,0.002379,0.002238,0.011099
scaffold_9,949070,975893,962351,25000,0.001283,0.00196,0.004095,0.435514
scaffold_9,975894,1002765,989331,25000,0.001605,0.002149,0.002559,0.156827
scaffold_9,1002766,1028502,1015655,25000,0.001578,0.001718,0.001612,-0.011608
scaffold_9,1028503,1064407,1047989,25000,0.003656,0.003837,0.003765,0.002519
scaffold_9,1064408,1089585,1076979,25000,0.002482,0.002163,0.002223,-0.022717
scaffold_9,1089586,1115429,1102315,25000,0.004738,0.004926,0.006344,0.139066
scaffold_9,1115430,1166368,1148603,25000,0.002476,0.002015,0.002489,0.053009
scaffold_9,1166369,1229515,1189502,25000,0.001529,0.001393,0.003685,0.43994
scaffold_9,1229516,1255115,1242379,25000,0.002361,0.00178,0.002695,0.134686
scaffold_9,1255116,1281430,1268190,25000,0.002658,0.002397,0.002447,-0.016754
scaffold_9,1281431,1307430,1294279,25000,0.001422,0.001367,0.007627,0.693888
scaffold_9,1307431,1333340,1320321,25000,0.002494,0.002384,0.002308,-0.028351
scaffold_9,1333341,1380366,1359621,25000,0.001932,0.001774,0.002011,0.042812
scaffold_9,1380367,1439474,1399596,25000,0.00384,0.003922,0.003746,-0.019753
scaffold_9,1439475,1508396,1479726,25000,0.001974,0.001713,0.001862,0.009959
scaffold_9,1508397,1554888,1531967,25000,0.001875,0.001744,0.002286,0.1194
scaffold_9,1554889,1659831,1594257,25000,0.002182,0.002446,0.004502,0.327978
scaffold_9,1659832,1695306,1675882,25000,0.001527,0.001752,0.001724,0.025964
scaffold_9,1695307,1742895,1711588,25000,0.002205,0.002364,0.002173,-0.023436
scaffold_9,1742896,1775134,1758878,25000,0.002037,0.00209,0.001965,-0.025174
scaffold_9,1775135,1810220,1790395,25000,0.003993,0.003561,0.003628,-0.020837
scaffold_9,1810221,1845925,1830065,25000,0.002693,0.002698,0.002746,0.009603
scaffold_9,1845926,1877081,1859467,25000,0.001551,0.001424,0.001435,-0.018371
scaffold_9,1877082,1921243,1901681,25000,0.003305,0.003157,0.003109,-0.019802
scaffold_9,1921245,1948802,1934756,25000,0.002323,0.002081,0.002704,0.103809
scaffold_9,1948803,1983697,1967426,25000,0.001765,0.00151,0.001664,0.013521
scaffold_9,1983698,2011016,1997525,25000,0.002253,0.002339,0.00218,-0.027691
scaffold_9,2011017,2069333,2036522,25000,0.001438,0.001628,0.001545,-0.000331
scaffold_9,2069334,2115328,2090982,25000,0.001756,0.001531,0.001607,-0.01316
scaffold_9,2115329,2180677,2159951,25000,0.002965,0.003183,0.003679,0.092232
scaffold_9,2180678,2227358,2203281,25000,0.002375,0.002211,0.00218,-0.02904
scaffold_9,2227359,2253961,2240870,25000,0.003288,0.002938,0.002968,-0.028425
scaffold_9,2253962,2283341,2267914,25000,0.001536,0.001528,0.001502,-0.010429
scaffold_9,2283342,2310689,2296928,25000,0.003972,0.004445,0.004992,0.087688
scaffold_9,2310691,2371585,2351271,25000,0.001708,0.002016,0.002159,0.075999
scaffold_9,2371586,2431738,2409017,25000,0.002536,0.001836,0.002147,-0.035249
scaffold_9,2431739,2473930,2446259,25000,0.001899,0.001659,0.002349,0.138397
scaffold_9,2473931,2507663,2490163,25000,0.001307,0.001261,0.00119,-0.038986
scaffold_9,2507664,2543199,2525914,25000,0.00137,0.001469,0.001386,-0.01229
scaffold_9,2543200,2570252,2557009,25000,0.001711,0.001603,0.001555,-0.034983
scaffold_9,2570253,2630754,2601282,25000,0.001858,0.002215,0.002202,0.052595
scaffold_9,2630755,2669523,2656643,25000,0.001352,0.001594,0.00229,0.225397
scaffold_9,2669524,2696786,2682865,25000,0.000844,0.001042,0.000875,-0.021302
scaffold_9,2696787,2744831,2721525,25000,0.002473,0.002403,0.002368,-0.017304
scaffold_9,2744832,2772840,2758181,25000,0.003017,0.002498,0.003033,0.035495
scaffold_9,2772841,2801725,2786995,25000,0.001818,0.002415,0.00205,-0.005712
scaffold_9,2801726,2832635,2817806,25000,0.001329,0.001602,0.001368,-0.035612
scaffold_9,2832636,2858592,2845782,25000,0.002141,0.001811,0.002161,0.051052
scaffold_9,2858593,2949455,2889875,25000,0.001621,0.001627,0.001566,-0.018604
scaffold_9,2949456,2985188,2968321,25000,0.001382,0.001772,0.003112,0.330596
scaffold_9,2985189,3017579,3000874,25000,0.001716,0.001859,0.001811,0.009334
scaffold_9,3017580,3049418,3036152,25000,0.001549,0.00202,0.001917,0.027597
scaffold_9,3049419,3102110,3065192,25000,0.001306,0.002242,0.002556,0.18545
scaffold_9,3102111,3133964,3117495,25000,0.002997,0.004225,0.004239,0.072528
scaffold_9,3133965,3162420,3147814,25000,0.001189,0.001654,0.001409,-0.005854
scaffold_9,3162421,3189876,3175877,25000,0.002203,0.002978,0.004052,0.226244
scaffold_9,3189877,3215948,3202834,25000,0.001955,0.002667,0.002758,0.090786
scaffold_9,3215949,3241501,3228747,25000,0.002076,0.002143,0.00208,-0.007173
scaffold_9,3241502,3280864,3266916,25000,0.001679,0.001655,0.00174,0.020582
scaffold_9,3280865,3339134,3308327,25000,0.001919,0.001702,0.001709,-0.036914
scaffold_9,3339135,3378466,3363510,25000,0.001597,0.001428,0.002122,0.172091
scaffold_9,3378467,3411733,3394200,25000,0.002216,0.00185,0.001959,-0.019179
scaffold_9,3411734,3440337,3425784,25000,0.002286,0.002307,0.002768,0.095691
scaffold_9,3440338,3467597,3453655,25000,0.003627,0.003467,0.0035,-0.005333
scaffold_9,3467598,3557633,3528472,25000,0.002633,0.002825,0.003266,0.092036
scaffold_9,3557634,3583102,3570327,25000,0.001863,0.001542,0.001574,-0.033812
scaffold_9,3583103,3609195,3596376,25000,0.002228,0.002167,0.002061,-0.033225
scaffold_9,3609196,3636958,3622891,25000,0.002095,0.001937,0.00267,0.14351
scaffold_9,3636959,3673498,3656418,25000,0.001059,0.001402,0.00141,0.070096
scaffold_9,3673499,3702123,3688260,25000,0.001888,0.002612,0.003305,0.194857
scaffold_9,3702124,3729537,3716400,25000,0.001748,0.001945,0.005574,0.510167
scaffold_9,3729538,3755329,3742422,25000,0.00273,0.002881,0.004589,0.247071
scaffold_9,3755330,3784336,3770184,25000,0.002173,0.002142,0.00345,0.236168
scaffold_9,3784337,3827453,3805471,25000,0.00387,0.003939,0.003807,-0.013598
scaffold_9,3827454,3855470,3841912,25000,0.001581,0.001617,0.001671,0.022221
scaffold_9,3855471,3889565,3873590,25000,0.002497,0.002397,0.002284,-0.034007
scaffold_9,3889566,3923768,3905731,25000,0.001941,0.001992,0.001887,-0.021519
scaffold_9,3923769,3954929,3938563,25000,0.000856,0.000817,0.000781,-0.038494
scaffold_9,3954930,3985445,3970234,25000,0.001138,0.001267,0.001122,-0.039594
scaffold_9,3985446,4013758,4000502,25000,0.001864,0.001617,0.004614,0.458286
scaffold_9,4013759,4048663,4034465,25000,0.002081,0.002048,0.004675,0.398741
scaffold_9,4048664,4080019,4065910,25000,0.001641,0.00173,0.003736,0.383838
scaffold_9,4080020,4105966,4093064,25000,0.001673,0.001856,0.001673,-0.02733
scaffold_9,4105967,4132263,4119435,25000,0.004054,0.003972,0.003882,-0.017105
scaffold_9,4132264,4166397,4148138,25000,0.002145,0.001834,0.001914,-0.01988
scaffold_9,4166398,4192979,4179348,25000,0.002543,0.002098,0.002228,-0.020867
scaffold_9,4192980,4219817,4206600,25000,0.001891,0.002084,0.002665,0.146908
scaffold_9,4219818,4251389,4234079,25000,0.002354,0.002283,0.003012,0.131922
scaffold_9,4251390,4280513,4265748,25000,0.001872,0.001562,0.003554,0.355739
scaffold_9,4280514,4307226,4293778,25000,0.002021,0.001658,0.002379,0.131835
scaffold_9,4307227,4339360,4323526,25000,0.001885,0.002529,0.002677,0.09904
scaffold_9,4339361,4365811,4352633,25000,0.001676,0.001559,0.001887,0.079114
scaffold_9,4365812,4399455,4381193,25000,0.001568,0.001531,0.001471,-0.026762
scaffold_9,4399456,4431457,4416450,25000,0.002903,0.00261,0.00281,0.009872
scaffold_9,4431458,4457502,4444802,25000,0.001404,0.001612,0.001913,0.123044
scaffold_9,4457503,4483059,4470245,25000,0.001774,0.001616,0.001592,-0.032414
scaffold_9,4483060,4535245,4516125,25000,0.001588,0.001349,0.001372,-0.035035
scaffold_9,4535247,4562929,4549046,25000,0.001626,0.001775,0.001643,-0.017856
scaffold_9,4562930,4592176,4577872,25000,0.002029,0.001962,0.002593,0.133939
scaffold_9,4592177,4620037,4606077,25000,0.001791,0.002268,0.001918,-0.029143
scaffold_9,4620038,4645583,4632776,25000,0.002157,0.001993,0.002981,0.183866
scaffold_9,4645584,4674240,4658860,25000,0.001931,0.001944,0.00182,-0.032407
scaffold_9,4674241,4721820,4697418,25000,0.002415,0.002169,0.003845,0.257036
scaffold_9,4721821,4747103,4734458,25000,0.004423,0.004607,0.004479,-0.004136
scaffold_9,4747104,4775872,4760935,25000,0.001687,0.001267,0.001666,0.060983
scaffold_9,4775873,4801572,4788748,25000,0.001345,0.001492,0.003876,0.468171
scaffold_9,4801573,4832658,4817738,25000,0.001411,0.001473,0.004046,0.482476
scaffold_9,4832659,4873288,4856139,25000,0.001401,0.00171,0.001508,-0.016128
scaffold_9,4873289,4925773,4900883,25000,0.00164,0.001477,0.00145,-0.037397
scaffold_9,4925774,4958754,4938959,25000,0.001585,0.001436,0.002365,0.223713
scaffold_9,4958755,4988020,4974478,25000,0.002095,0.001974,0.002373,0.079196
scaffold_9,4988021,5016676,5002332,25000,0.001886,0.002116,0.004704,0.410761
scaffold_9,5016677,5043241,5030151,25000,0.001355,0.0021,0.001914,0.052963
scaffold_9,5043242,5076256,5056509,25000,0.003431,0.003588,0.003516,0.000902
scaffold_9,5076257,5102208,5089330,25000,0.001266,0.001686,0.002353,0.234554
scaffold_9,5102209,5127828,5114975,25000,0.001977,0.001896,0.001817,-0.032818
scaffold_9,5127829,5154497,5140868,25000,0.002249,0.002245,0.002705,0.095053
scaffold_9,5154498,5190670,5175776,25000,0.001822,0.001977,0.003889,0.351576
scaffold_9,5190671,5219355,5205547,25000,0.002132,0.001988,0.007373,0.571085
scaffold_9,5219356,5250716,5235184,25000,0.001619,0.001692,0.003832,0.404239
scaffold_9,5250717,5278411,5264806,25000,0.002388,0.002158,0.002717,0.088689
scaffold_9,5278412,5313067,5297651,25000,0.002089,0.002056,0.009108,0.636013
scaffold_9,5313068,5346069,5328063,25000,0.001816,0.001791,0.004818,0.462434
scaffold_9,5346070,5372446,5358930,25000,0.002871,0.003485,0.005972,0.312091
scaffold_9,5372447,5399814,5385778,25000,0.00161,0.00162,0.008563,0.689494
scaffold_9,5399815,5428685,5413200,25000,0.002029,0.001823,0.001896,-0.008122
scaffold_9,5428686,5456907,5442718,25000,0.001458,0.001546,0.002099,0.170243
scaffold_9,5456908,5492907,5477530,25000,0.001444,0.001709,0.002016,0.124808
scaffold_9,5492908,5519250,5506198,25000,0.001545,0.001246,0.001565,0.052606
scaffold_9,5519251,5544738,5532070,25000,0.001825,0.001861,0.001742,-0.028962
scaffold_9,5544739,5578455,5561217,25000,0.001875,0.001939,0.003864,0.342813
scaffold_9,5578456,5619757,5600335,25000,0.000885,0.00096,0.002468,0.462709
scaffold_9,5619758,5655553,5639250,25000,0.001415,0.00168,0.001589,0.002695
scaffold_9,5655554,5685227,5670631,25000,0.003429,0.003482,0.003341,-0.017948
scaffold_9,5685228,5710833,5698058,25000,0.001057,0.001026,0.001794,0.269599
scaffold_9,5710834,5739053,5725161,25000,0.003836,0.003749,0.00359,-0.026105
scaffold_9,5739054,5774910,5752614,25000,0.002125,0.002111,0.002334,0.050858
scaffold_9,5774911,5817829,5794578,25000,0.001811,0.001739,0.001724,-0.014935
scaffold_9,5817830,5868018,5844571,25000,0.001362,0.001683,0.001428,-0.036256
scaffold_9,5868019,5919186,5901107,25000,0.002646,0.003082,0.002752,-0.025858
scaffold_9,5919187,5977272,5945574,25000,0.000968,0.000967,0.000946,-0.011
scaffold_9,5977273,6003389,5990102,25000,0.001983,0.002096,0.002378,0.079009
scaffold_9,6003390,6030083,6016957,25000,0.002248,0.001752,0.00198,-0.006088
scaffold_9,6030084,6062529,6045138,25000,0.003797,0.003442,0.003608,-0.001656
scaffold_9,6062530,6109080,6077549,25000,0.00204,0.001628,0.001731,-0.029812
scaffold_9,6109081,6140094,6123581,25000,0.002152,0.002207,0.002047,-0.03232
scaffold_9,6140095,6176270,6157239,25000,0.002299,0.002474,0.010866,0.646932
scaffold_9,6176271,6226636,6199549,25000,0.001856,0.00181,0.00171,-0.036451
scaffold_9,6226637,6255274,6240953,25000,0.00223,0.00216,0.00299,0.158006
scaffold_9,6255275,6280843,6268056,25000,0.001766,0.00144,0.001613,0.003146
scaffold_9,6280844,6312721,6293933,25000,0.003618,0.003789,0.003667,-0.00671
scaffold_9,6312722,6348506,6332556,25000,0.001793,0.002176,0.001874,-0.036543
scaffold_9,6348507,6375466,6361874,25000,0.00187,0.001549,0.003734,0.38104
scaffold_9,6375467,6402751,6388727,25000,0.003212,0.003129,0.003652,0.072713
scaffold_9,6402752,6440739,6422697,25000,0.001897,0.001939,0.002275,0.088397
scaffold_9,6440740,6468687,6453878,25000,0.002008,0.002035,0.002549,0.118656
scaffold_9,6468688,6496048,6482475,25000,0.002011,0.002093,0.001928,-0.032218
scaffold_9,6496049,6532742,6514767,25000,0.001925,0.002239,0.00233,0.057972
scaffold_9,6532743,6561003,6547508,25000,0.00182,0.001714,0.001877,0.031084
scaffold_9,6561004,6609151,6580767,25000,0.002077,0.001968,0.00192,-0.028661
scaffold_9,6609152,6638748,6624563,25000,0.002264,0.00206,0.002058,-0.025463
scaffold_9,6638749,6665254,6652003,25000,0.002386,0.001981,0.002086,-0.023927
scaffold_9,6665255,6744771,6708470,25000,0.001854,0.001938,0.001778,-0.03181
scaffold_9,6744772,6776237,6760239,25000,0.004983,0.005188,0.005398,0.030776
scaffold_9,6776238,6809222,6794175,25000,0.001793,0.001738,0.001699,-0.019453
scaffold_9,6809223,6839368,6824891,25000,0.002584,0.002522,0.002425,-0.02654
scaffold_9,6839369,6882687,6858886,25000,0.001759,0.001965,0.001775,-0.031176
scaffold_9,6882688,6936287,6910241,25000,0.001746,0.001695,0.001936,0.060863
scaffold_9,6936288,6969935,6955477,25000,0.001665,0.001239,0.001979,0.15775
scaffold_9,6969936,6997701,6983534,25000,0.001783,0.002048,0.001782,-0.032224
scaffold_9,6997702,7027965,7010823,25000,0.001775,0.001644,0.001611,-0.030012
scaffold_9,7027966,7054863,7041624,25000,0.001703,0.001923,0.001859,0.012178
scaffold_9,7054864,7081982,7067941,25000,0.002033,0.00232,0.004415,0.346854
scaffold_9,7081983,7124343,7103774,25000,0.002898,0.003162,0.004066,0.149999
scaffold_9,7124344,7152336,7139184,25000,0.00151,0.001549,0.001434,-0.033446
scaffold_9,7152337,7178281,7165227,25000,0.001462,0.001403,0.002385,0.254042
scaffold_9,7178282,7204816,7191164,25000,0.001884,0.001486,0.001573,-0.035453
scaffold_9,7204817,7230891,7217642,25000,0.002238,0.002299,0.002135,-0.031233
scaffold_9,7230892,7266360,7245015,25000,0.001366,0.001434,0.001316,-0.033608
scaffold_9,7266361,7292147,7279258,25000,0.00138,0.001537,0.001366,-0.033939
scaffold_9,7292148,7348882,7316681,25000,0.00097,0.000959,0.00092,-0.024703
scaffold_9,7348883,7378142,7363911,25000,0.001256,0.001129,0.001131,-0.027498
scaffold_9,7378143,7404088,7390792,25000,0.001776,0.00169,0.002567,0.1989
scaffold_9,7404089,7440590,7420839,25000,0.003575,0.003408,0.003543,0.00752
scaffold_9,7440591,7469827,7454577,25000,0.002875,0.002925,0.002742,-0.029022
scaffold_9,7469828,7495782,7482874,25000,0.003926,0.003954,0.004476,0.065545
scaffold_9,7495783,7526170,7510744,25000,0.001556,0.001353,0.003909,0.467863
scaffold_9,7526171,7551525,7538838,25000,0.001549,0.001552,0.001504,-0.015754
scaffold_9,7551526,7577412,7564321,25000,0.001342,0.001127,0.001733,0.176122
scaffold_9,7577413,7603574,7590561,25000,0.001733,0.001734,0.001837,0.030114
scaffold_9,7603575,7662712,7624603,25000,0.001871,0.001586,0.001806,0.027334
scaffold_9,7662714,7696568,7682172,25000,0.001748,0.001896,0.001735,-0.025172
scaffold_9,7696569,7723103,7710040,25000,0.00153,0.001738,0.00178,0.044228
scaffold_9,7723104,7750975,7736512,25000,0.003353,0.00312,0.004085,0.113483
scaffold_9,7750976,7791448,7768456,25000,0.001351,0.001328,0.001261,-0.031323
scaffold_9,7791449,7833259,7811715,25000,0.003278,0.003626,0.003349,-0.01568
scaffold_9,7833260,7871513,7854160,25000,0.002045,0.002208,0.002467,0.079203
scaffold_9,7871514,7898288,7885149,25000,0.001966,0.001727,0.001769,-0.021887
scaffold_9,7898289,7950151,7925454,25000,0.002422,0.001823,0.002576,0.091508
scaffold_9,7950152,7978002,7963372,25000,0.001493,0.00141,0.001702,0.081891
scaffold_9,7978003,8023253,7995769,25000,0.002491,0.00242,0.002911,0.087458
scaffold_9,8023254,8063752,8041111,25000,0.002445,0.002122,0.00212,-0.03803
scaffold_9,8063753,8100069,8086070,25000,0.001944,0.001889,0.001859,-0.016992
scaffold_9,8100070,8132925,8116837,25000,0.003491,0.003305,0.004062,0.089952
scaffold_9,8132926,8196558,8170536,25000,0.002096,0.001805,0.00182,-0.036545
scaffold_9,8196560,8254994,8230518,25000,0.003444,0.003329,0.003278,-0.016578
scaffold_9,8254995,8305508,8282285,25000,0.001713,0.002458,0.001989,-0.030917
scaffold_9,8305509,8375304,8336917,25000,0.002118,0.002309,0.002344,0.027332
scaffold_9,8375305,8403698,8390332,25000,0.001986,0.002533,0.002588,0.062546
scaffold_9,8403699,8433671,8418048,25000,0.001953,0.001639,0.002079,0.070253
scaffold_9,8433672,8493340,8460005,25000,0.002013,0.002294,0.002006,-0.036669
scaffold_9,8493341,8536832,8514715,25000,0.001928,0.001952,0.001829,-0.030833
scaffold_9,8536833,8570143,8555856,25000,0.001575,0.001848,0.001618,-0.027446
scaffold_9,8570145,8626896,8602383,25000,0.003922,0.003944,0.003858,-0.00993
scaffold_9,8626897,8653352,8640404,25000,0.00193,0.001957,0.001899,-0.011652
scaffold_9,8653353,8682787,8666869,25000,0.002594,0.002415,0.002756,0.04927
scaffold_9,8682788,8736732,8716065,25000,0.002243,0.002307,0.002265,-0.002976
scaffold_9,8736733,8778435,8751721,25000,0.001756,0.001976,0.001855,-0.003163
scaffold_9,8778436,8805697,8792325,25000,0.001673,0.001659,0.001629,-0.011656
scaffold_9,8805698,8840059,8822443,25000,0.001553,0.001687,0.001777,0.047134
scaffold_9,8840060,8867333,8854399,25000,0.001881,0.001833,0.001759,-0.028088
scaffold_9,8867334,8912209,8886879,25000,0.001735,0.002036,0.001775,-0.031226
scaffold_9,8912210,8947671,8932648,25000,0.00166,0.001965,0.001687,-0.030345
scaffold_9,8947672,8974006,8960572,25000,0.003557,0.003516,0.004472,0.117873
scaffold_9,8974007,9003072,8987297,25000,0.002276,0.002655,0.002296,-0.03609
scaffold_9,9003073,9033113,9017872,25000,0.001834,0.00172,0.001687,-0.024431
scaffold_9,9033114,9086858,9062307,25000,0.001733,0.001484,0.0015,-0.035347
scaffold_9,9086859,9128012,9104678,25000,0.002064,0.001776,0.001889,-0.008466
scaffold_9,9128013,9181174,9162405,25000,0.001681,0.001552,0.001549,-0.022084
scaffold_9,9181175,9290959,9239850,25000,0.00145,0.001604,0.001433,-0.033307
scaffold_9,9290960,9331657,9312584,25000,0.001294,0.001018,0.001078,-0.034056
scaffold_9,9331658,9398797,9380982,25000,0.001727,0.002015,0.002171,0.076466
scaffold_9,9398798,9496549,9426411,25000,0.001131,0.00137,0.001254,0.001569
scaffold_9,9496550,9567039,9532249,25000,0.002574,0.002637,0.002847,0.045329
scaffold_9,9567040,9616546,9597352,25000,0.002279,0.001915,0.00215,0.01852
scaffold_9,9616547,9669379,9647201,25000,0.00242,0.001857,0.002039,-0.026976
scaffold_9,9669380,9730473,9687464,25000,0.001819,0.0015,0.001568,-0.028947
scaffold_9,9730474,9759641,9745090,25000,0.002725,0.002583,0.00261,-0.008619
scaffold_9,9759642,9802602,9783087,25000,0.003177,0.003026,0.00349,0.060757
scaffold_9,9802603,9845130,9822721,25000,0.002531,0.002484,0.002767,0.05065
scaffold_9,9845131,9884180,9865328,25000,0.003773,0.003073,0.00502,0.19407
scaffold_9,9884181,10039051,9940942,25000,0.002092,0.001839,0.002023,0.014839
scaffold_9,10039052,10095094,10064517,25000,0.00189,0.001826,0.001777,-0.022994
scaffold_9,10095096,10216680,10175392,25000,0.003771,0.004007,0.003985,0.010193
scaffold_9,10216681,10288352,10248551,25000,0.002996,0.002593,0.002896,0.018343
scaffold_9,10288353,10344583,10313386,25000,0.00181,0.001936,0.001782,-0.023655
scaffold_9,10344584,10393308,10372260,25000,0.00208,0.001993,0.002762,0.155407
scaffold_9,10393309,10469552,10434932,25000,0.001634,0.003246,0.002327,-0.033725
scaffold_9,10469553,10552251,10518396,25000,0.002229,0.002085,0.002229,0.016903
scaffold_9,10552252,10578980,10565530,25000,0.002707,0.003315,0.003082,0.012064
scaffold_9,10578981,10615456,10594608,25000,0.00237,0.002803,0.002567,-0.008345
scaffold_9,10615457,10695866,10661726,25000,0.001896,0.001715,0.001733,-0.021178
scaffold_9,10695867,10751119,10727176,25000,0.002052,0.002094,0.002046,-0.006905
scaffold_9,10751120,10793680,10771822,25000,0.003073,0.003087,0.003148,0.011301
scaffold_9,10793681,10864228,10824513,25000,0.000869,0.001245,0.00308,0.49714
scaffold_9,10864229,10931421,10890187,25000,0.001525,0.001559,0.001441,-0.035097
scaffold_9,10931422,10989134,10966747,25000,0.001128,0.00149,0.002243,0.269129
scaffold_9,10989136,11030444,11008913,25000,0.001921,0.00178,0.007852,0.626006
scaffold_9,11030445,11105696,11049652,25000,0.001647,0.001502,0.001614,0.010767
scaffold_9,11105697,11172628,11155979,25000,0.001678,0.001845,0.001658,-0.031279
scaffold_9,11172629,11212599,11193554,25000,0.001746,0.001413,0.001673,0.043315
scaffold_9,11212600,11251882,11230300,25000,0.002307,0.002103,0.005538,0.436358
scaffold_9,11251883,11320374,11291895,25000,0.000566,0.001289,0.000886,0.011555
scaffold_9,11320375,11413954,11367408,25000,0.003406,0.00322,0.003236,-0.01198
scaffold_9,11413955,11495209,11432421,25000,0.001932,0.001585,0.002279,0.131707
scaffold_9,11495210,11583611,11543761,25000,0.00144,0.002386,0.004128,0.360478
scaffold_9,11583612,11620986,11601984,25000,0.00158,0.001585,0.001568,-0.004951
scaffold_9,11620987,11718321,11676599,25000,0.00213,0.002639,0.002736,0.07016
scaffold_9,11718323,11802836,11759048,25000,0.001291,0.001433,0.005421,0.610361
scaffold_9,11802837,11882841,11847330,25000,0.001945,0.001983,0.002495,0.122596
scaffold_9,11882842,11917212,11900682,25000,0.000847,0.001055,0.003907,0.619813
scaffold_9,11917213,11949268,11933971,25000,0.002572,0.002542,0.003909,0.213785
scaffold_9,11949269,12006219,11982061,25000,0.001973,0.002288,0.002034,-0.023964
scaffold_9,12006220,12051246,12023916,25000,0.003171,0.002587,0.003017,0.02421
scaffold_9,12051247,12101304,12070017,25000,0.001986,0.002144,0.00259,0.117741
scaffold_9,12101305,12162704,12133555,25000,0.00191,0.001246,0.002775,0.282824
scaffold_9,12162705,12188773,12176139,25000,0.001268,0.00132,0.001394,0.03857
scaffold_9,12188774,12217232,12203324,25000,0.002666,0.002777,0.024905,0.807951
scaffold_9,12217233,12256915,12234672,25000,0.001944,0.001557,0.002232,0.124296
scaffold_9,12256916,12307419,12280390,25000,0.001564,0.001351,0.002912,0.33991
scaffold_9,12307420,12367422,12344007,25000,0.001385,0.001453,0.001334,-0.031732
scaffold_9,12367423,12401947,12386922,25000,0.002242,0.002326,0.004138,0.29516
scaffold_9,12401948,12478949,12432837,25000,0.002202,0.002284,0.003894,0.275513
scaffold_9,12478950,12681073,12564663,25000,0.003685,0.003846,0.007424,0.328811
scaffold_9,12681074,12731669,12709211,25000,0.002081,0.001876,0.001948,-0.011244
scaffold_9,12731670,12796619,12762195,25000,0.001734,0.002009,0.001757,-0.031695
scaffold_9,12796620,12903519,12837693,25000,0.002261,0.002171,0.002712,0.103589
scaffold_9,12903520,12968022,12935607,25000,0.001863,0.002166,0.005395,0.458266
scaffold_9,12968023,13001018,12985275,25000,0.001948,0.003093,0.002503,-0.019172
scaffold_9,13001019,13052334,13028493,25000,0.00203,0.003824,0.003828,0.135326
scaffold_9,13052335,13159734,13110623,25000,0.00192,0.001694,0.001722,-0.019252
scaffold_9,13159735,13228608,13197117,25000,0.002081,0.002011,0.001936,-0.025614
scaffold_9,13228609,13310308,13260874,25000,0.001462,0.001492,0.001405,-0.025106
scaffold_9,13310310,13425199,13370347,25000,0.00266,0.003382,0.003149,0.020922
scaffold_9,13425200,13480142,13457411,25000,0.002326,0.002153,0.003265,0.191216
scaffold_9,13480143,13606304,13513531,25000,0.001932,0.002036,0.001889,-0.025381
scaffold_9,13606305,13670883,13643141,25000,0.002153,0.002022,0.002228,0.032442
scaffold_9,13670884,13709296,13691094,25000,0.001731,0.001555,0.001604,-0.012359
scaffold_9,13709297,13831636,13750159,25000,0.002791,0.002827,0.002673,-0.026644
scaffold_9,13831637,13901289,13874663,25000,0.00119,0.000996,0.001026,-0.032512
scaffold_9,13901290,13961307,13936061,25000,0.001872,0.001995,0.001817,-0.031871
scaffold_9,13961308,14062998,14007005,25000,0.00151,0.001179,0.001402,0.021636
scaffold_9,14062999,14109040,14091856,25000,0.00125,0.001486,0.001282,-0.033474
