scaffold,start,end,mid,sites,pi_Ass1,pi_Ass2,dxy_Ass1_Ass2,Fst_Ass1_Ass2
scaffold_8,3706468,3759787,3722817,25000,0.001841,0.001996,0.002585,0.152795
scaffold_8,3759788,3793518,3777071,25000,0.001534,0.001633,0.001454,-0.046854
scaffold_8,3793519,3819210,3806299,25000,0.003111,0.003105,0.007693,0.434906
scaffold_8,3819211,3845082,3832209,25000,0.003536,0.003575,0.00729,0.354013
scaffold_8,3845083,3871398,3858095,25000,0.001156,0.001156,0.0025,0.377426
scaffold_8,3871399,3896931,3884232,25000,0.001658,0.00167,0.006113,0.582426
scaffold_8,3896932,3952002,3933131,25000,0.001475,0.001418,0.003792,0.45642
scaffold_8,3952003,3977396,3964807,25000,0.001485,0.001404,0.002546,0.283219
scaffold_8,3977397,4003174,3990193,25000,0.002436,0.002171,0.005993,0.453756
scaffold_8,4003175,4028437,4015821,25000,0.001637,0.00154,0.001572,-0.005308
scaffold_8,4028438,4055850,4041968,25000,0.001997,0.001836,0.001783,-0.037499
scaffold_8,4055851,4080887,4068369,25000,0.001096,0.000945,0.000947,-0.03846
scaffold_8,4080888,4106410,4093502,25000,0.00258,0.002578,0.002468,-0.022674
scaffold_8,4106411,4131491,4118956,25000,0.001644,0.001644,0.001526,-0.038458
scaffold_8,4131492,4156561,4144041,25000,0.002154,0.002317,0.002116,-0.028436
scaffold_8,4156562,4183433,4169693,25000,0.001606,0.001595,0.001486,-0.038386
scaffold_8,4183434,4211985,4198064,25000,0.001263,0.001141,0.001116,-0.03829
scaffold_8,4211986,4237299,4224628,25000,0.00112,0.001226,0.002376,0.347099
scaffold_8,4237300,4262721,4250051,25000,0.001228,0.001149,0.001104,-0.038546
scaffold_8,4262722,4290914,4277632,25000,0.002127,0.001728,0.001816,-0.030859
scaffold_8,4290915,4316184,4303476,25000,0.001279,0.001331,0.001212,-0.03846
scaffold_8,4316185,4341632,4328886,25000,0.001336,0.001336,0.00124,-0.03846
scaffold_8,4341633,4405704,4376236,25000,0.001806,0.001736,0.002005,0.064139
scaffold_8,4405705,4497960,4464281,25000,0.001121,0.001136,0.001139,0.004717
scaffold_8,4497961,4523106,4510545,25000,0.002575,0.002519,0.002463,-0.017265
scaffold_8,4523107,4550116,4536916,25000,0.001465,0.001471,0.001364,-0.03827
scaffold_8,4550117,4611269,4577647,25000,0.001531,0.001527,0.00142,-0.038178
scaffold_8,4611270,4810146,4670911,25000,0.001054,0.000911,0.003087,0.517961
scaffold_8,4810147,4920573,4893338,25000,0.002976,0.00229,0.004956,0.298612
scaffold_8,4920574,4976511,4954129,25000,0.002455,0.002309,0.007092,0.501961
scaffold_8,4976512,5028647,5004928,25000,0.00141,0.001125,0.001916,0.199069
scaffold_8,5028648,5110447,5074792,25000,0.001209,0.001667,0.001379,-0.022719
scaffold_8,5110448,5135844,5123150,25000,0.00369,0.004036,0.003729,-0.021785
scaffold_8,5135845,5269113,5250189,25000,0.002201,0.00322,0.005436,0.342693
scaffold_8,5269114,5294542,5281800,25000,0.00543,0.005801,0.007858,0.171516
scaffold_8,5294543,5322668,5308271,25000,0.002249,0.002237,0.006413,0.492349
scaffold_8,5322669,5402125,5354226,25000,0.001365,0.001503,0.001977,0.166769
scaffold_8,5402126,5437577,5423597,25000,0.001204,0.00164,0.003062,0.378028
scaffold_8,5437578,5478489,5456002,25000,0.002159,0.002081,0.008819,0.620073
scaffold_8,5478490,5541087,5519829,25000,0.001314,0.001309,0.00442,0.550564
scaffold_8,5541088,5568437,5554760,25000,0.001456,0.00144,0.004913,0.552749
scaffold_8,5568438,5594300,5581086,25000,0.001797,0.00177,0.009085,0.679003
scaffold_8,5594301,5624651,5611217,25000,0.003586,0.003959,0.012776,0.554616
scaffold_8,5624652,5723755,5705377,25000,0.002596,0.002634,0.003084,0.082433
scaffold_8,5723756,5750435,5737015,25000,0.002032,0.002047,0.008329,0.614462
scaffold_8,5750436,5785227,5767481,25000,0.002168,0.002045,0.006736,0.527556
scaffold_8,5785228,5851276,5830391,25000,0.001644,0.002129,0.005276,0.482369
scaffold_8,5851277,5892200,5867148,25000,0.001592,0.001791,0.001771,0.027924
scaffold_8,5892201,5919292,5905339,25000,0.0039,0.003829,0.005281,0.158762
scaffold_8,5919293,5984570,5941823,25000,0.003024,0.002899,0.002941,-0.003696
scaffold_8,5984571,6010737,5997634,25000,0.001919,0.002285,0.002087,-0.003668
scaffold_8,6010738,6036264,6023516,25000,0.001511,0.001767,0.002206,0.147371
scaffold_8,6036265,6061915,6049208,25000,0.00269,0.00267,0.004143,0.220245
scaffold_8,6061916,6102851,6082965,25000,0.001764,0.001163,0.001384,-0.012498
scaffold_8,6102852,6200530,6168221,25000,0.001273,0.001289,0.001197,-0.035286
scaffold_8,6200531,6227478,6213979,25000,0.00159,0.001615,0.001468,-0.045796
scaffold_8,6227479,6283431,6255111,25000,0.00183,0.002229,0.002638,0.134533
scaffold_8,6283432,6311550,6297641,25000,0.001511,0.001526,0.001658,0.045612
scaffold_8,6311551,6358838,6335585,25000,0.002614,0.00251,0.007857,0.511003
scaffold_8,6358839,6394438,6378510,25000,0.001874,0.001844,0.003265,0.276628
scaffold_8,6394439,6421798,6408266,25000,0.001236,0.001311,0.005367,0.620596
scaffold_8,6421799,6467152,6439176,25000,0.001208,0.001046,0.013321,0.845555
scaffold_8,6467153,6492241,6479709,25000,0.002084,0.002104,0.002006,-0.022181
scaffold_8,6492242,6518804,6505633,25000,0.001276,0.00127,0.001182,-0.038318
scaffold_8,6518805,6555736,6537647,25000,0.001906,0.001727,0.001723,-0.027518
scaffold_8,6555737,6582256,6568980,25000,0.001982,0.001927,0.005801,0.5046
scaffold_8,6582257,6639340,6622937,25000,0.00162,0.001765,0.002175,0.120941
scaffold_8,6639341,6671897,6656359,25000,0.001166,0.001338,0.00633,0.676599
scaffold_8,6671898,6707747,6693207,25000,0.001096,0.001315,0.001683,0.164973
scaffold_8,6707748,6734025,6720848,25000,0.003152,0.002665,0.0089,0.517189
scaffold_8,6734026,6769786,6749087,25000,0.001335,0.001907,0.001666,0.014049
scaffold_8,6769787,6798343,6784284,25000,0.001198,0.001523,0.00171,0.11808
scaffold_8,6798344,6849961,6815118,25000,0.002752,0.002475,0.00263,-0.000164
scaffold_8,6849962,6880822,6864385,25000,0.001782,0.00242,0.002058,-0.009159
scaffold_8,6880823,6924618,6901534,25000,0.001667,0.001778,0.001601,-0.037859
scaffold_8,6924619,6961822,6947175,25000,0.001797,0.001813,0.001679,-0.037804
scaffold_8,6961823,7020186,6994805,25000,0.002141,0.001671,0.002407,0.119989
scaffold_8,7020187,7055049,7039831,25000,0.002247,0.001923,0.001938,-0.036712
scaffold_8,7055050,7084181,7069338,25000,0.003513,0.00377,0.003555,-0.009621
scaffold_8,7084182,7115872,7098951,25000,0.00244,0.002536,0.002435,-0.011174
scaffold_8,7115873,7192578,7144936,25000,0.001898,0.00174,0.001668,-0.048511
scaffold_8,7192579,7253689,7219744,25000,0.001639,0.00148,0.001473,-0.037831
scaffold_8,7253690,7289902,7268070,25000,0.003201,0.003201,0.003077,-0.020084
scaffold_8,7289903,7344449,7311897,25000,0.001633,0.001934,0.001686,-0.03754
scaffold_8,7344450,7378039,7361399,25000,0.003197,0.003194,0.003453,0.040078
scaffold_8,7378040,7458267,7422772,25000,0.002231,0.002328,0.004479,0.332097
scaffold_8,7458268,7492803,7476355,25000,0.00202,0.002001,0.004024,0.344303
scaffold_8,7492804,7518752,7505937,25000,0.002449,0.002316,0.002646,0.056133
scaffold_8,7518753,7547484,7532496,25000,0.001871,0.002169,0.002028,0.002186
scaffold_8,7547485,7573231,7560411,25000,0.002409,0.001998,0.002071,-0.032263
scaffold_8,7573232,7600050,7586269,25000,0.001362,0.001356,0.001278,-0.032405
scaffold_8,7600051,7633960,7617862,25000,0.001767,0.002449,0.001958,-0.03832
scaffold_8,7633961,7659977,7647013,25000,0.003599,0.003619,0.003451,-0.023203
scaffold_8,7659978,7704053,7673677,25000,0.001627,0.001334,0.00157,0.030364
scaffold_8,7704054,7755808,7724963,25000,0.002878,0.002533,0.002805,0.017786
scaffold_8,7755809,7788748,7773044,25000,0.001576,0.001426,0.002157,0.183201
scaffold_8,7788749,7936039,7855385,25000,0.001429,0.00136,0.001291,-0.039887
scaffold_8,7936040,7984678,7954858,25000,0.002504,0.001779,0.00305,0.180291
scaffold_8,7984679,8021533,8001058,25000,0.002472,0.002676,0.002389,-0.038284
scaffold_8,8021534,8056400,8038169,25000,0.002015,0.001895,0.001857,-0.026596
scaffold_8,8056401,8096457,8079551,25000,0.002509,0.002007,0.002182,-0.020255
scaffold_8,8096458,8126688,8112720,25000,0.001878,0.001678,0.001652,-0.038082
scaffold_8,8126689,8167207,8152294,25000,0.005306,0.004949,0.007074,0.164488
scaffold_8,8167208,8199049,8184473,25000,0.003436,0.003513,0.003403,-0.010798
scaffold_8,8199050,8227539,8213379,25000,0.004047,0.003953,0.004137,0.017402
scaffold_8,8227540,8257703,8242131,25000,0.00211,0.002168,0.002034,-0.027178
scaffold_8,8257704,8312665,8282345,25000,0.001159,0.001265,0.00112,-0.04423
scaffold_8,8312666,8399703,8363849,25000,0.001459,0.001642,0.001449,-0.036398
scaffold_8,8399704,8445761,8419946,25000,0.002137,0.002388,0.002547,0.051764
scaffold_8,8445762,8477082,8463363,25000,0.00182,0.001858,0.001844,0.001074
scaffold_8,8477083,8506886,8491432,25000,0.00121,0.001854,0.001749,0.06701
scaffold_8,8506887,8582843,8548298,25000,0.001616,0.001816,0.002073,0.097205
scaffold_8,8582844,8622381,8603950,25000,0.003199,0.003189,0.00891,0.480529
scaffold_8,8622382,8671957,8648407,25000,0.002527,0.002525,0.002386,-0.02957
scaffold_8,8671958,8766373,8735703,25000,0.001411,0.001782,0.001558,-0.012594
scaffold_8,8766374,8841388,8789749,25000,0.001874,0.001889,0.00175,-0.037403
scaffold_8,8841389,8866610,8853973,25000,0.001672,0.001471,0.001453,-0.040516
scaffold_8,8866611,8920107,8894120,25000,0.001746,0.001545,0.006634,0.611161
scaffold_8,8920109,8969136,8943665,25000,0.001443,0.00166,0.00145,-0.02918
scaffold_8,8969137,9013088,8985208,25000,0.001913,0.002343,0.003118,0.19436
scaffold_8,9013089,9044599,9028646,25000,0.001965,0.001797,0.00174,-0.040529
scaffold_8,9044600,9076330,9058454,25000,0.001483,0.001618,0.00145,-0.034558
scaffold_8,9076331,9119207,9091567,25000,0.002475,0.00262,0.002421,-0.028595
scaffold_8,9119208,9147153,9133807,25000,0.002968,0.002967,0.002839,-0.02296
scaffold_8,9147154,9174290,9160560,25000,0.003484,0.003331,0.004222,0.110321
scaffold_8,9174291,9206384,9188837,25000,0.002243,0.001991,0.00199,-0.032045
scaffold_8,9206385,9255404,9238357,25000,0.001942,0.001889,0.001993,0.021378
scaffold_8,9255405,9300650,9277016,25000,0.002273,0.001936,0.002065,-0.011777
scaffold_8,9300651,9346293,9326439,25000,0.001299,0.001689,0.001386,-0.038806
scaffold_8,9346294,9380662,9364388,25000,0.002816,0.002448,0.003478,0.142801
scaffold_8,9380663,9464403,9434683,25000,0.001243,0.001261,0.001263,0.004467
scaffold_8,9464404,9527555,9494740,25000,0.001492,0.001395,0.001497,0.018674
scaffold_8,9527556,9578164,9551796,25000,0.002871,0.002672,0.002697,-0.013924
scaffold_8,9578165,9604986,9591207,25000,0.00421,0.004379,0.00416,-0.01649
scaffold_8,9604987,9680098,9645839,25000,0.002554,0.00261,0.002424,-0.033003
scaffold_8,9680099,9706699,9693326,25000,0.001877,0.002354,0.002407,0.066578
scaffold_8,9706700,9763756,9742619,25000,0.001836,0.00187,0.001706,-0.043076
scaffold_8,9763757,9790012,9776856,25000,0.001805,0.002079,0.002076,0.029246
scaffold_8,9790013,9825755,9805495,25000,0.002742,0.002652,0.002548,-0.029447
scaffold_8,9825756,9866988,9846045,25000,0.003162,0.003287,0.003083,-0.023352
scaffold_8,9866989,9898942,9883833,25000,0.00175,0.001664,0.001706,-0.000384
scaffold_8,9898943,9986414,9959874,25000,0.001822,0.002283,0.001916,-0.035644
scaffold_8,9986415,10014495,10000498,25000,0.003383,0.003315,0.003395,0.007218
scaffold_8,10014496,10041369,10027978,25000,0.002043,0.001892,0.002214,0.060978
scaffold_8,10041370,10075806,10057377,25000,0.001574,0.001675,0.001483,-0.049214
scaffold_8,10075807,10143045,10109057,25000,0.001298,0.001272,0.001175,-0.046932
scaffold_8,10143046,10173751,10158530,25000,0.001832,0.001296,0.00186,0.090057
scaffold_8,10173752,10210595,10189959,25000,0.00165,0.00153,0.001504,-0.028991
scaffold_8,10210596,10238218,10223998,25000,0.001424,0.001783,0.001484,-0.049446
scaffold_8,10238219,10263834,10251044,25000,0.002372,0.001833,0.003857,0.302018
scaffold_8,10263835,10311784,10280403,25000,0.002339,0.002015,0.00243,0.05163
scaffold_8,10311785,10352580,10330512,25000,0.001441,0.001449,0.001337,-0.040354
scaffold_8,10352581,10389838,10372677,25000,0.002995,0.002945,0.002857,-0.020014
scaffold_8,10389839,10420463,10406027,25000,0.0037,0.003642,0.003509,-0.02341
scaffold_8,10420464,10448035,10434364,25000,0.004423,0.004448,0.004279,-0.018591
scaffold_8,10448036,10479274,10462149,25000,0.002209,0.001972,0.002336,0.056905
scaffold_8,10479275,10508800,10493999,25000,0.001606,0.001361,0.011531,0.778332
scaffold_8,10508801,10541821,10526345,25000,0.001846,0.001432,0.00308,0.307932
scaffold_8,10541822,10572837,10557327,25000,0.001545,0.002111,0.001675,-0.045188
scaffold_8,10572838,10600016,10586653,25000,0.002268,0.001989,0.001978,-0.038005
scaffold_8,10600017,10629628,10614636,25000,0.002066,0.002235,0.001987,-0.0402
scaffold_8,10629629,10677532,10656282,25000,0.001678,0.001876,0.00166,-0.035238
scaffold_8,10677533,10717901,10697644,25000,0.003056,0.002861,0.004678,0.229633
scaffold_8,10717902,10794002,10755764,25000,0.001672,0.002109,0.005243,0.47631
scaffold_8,10794003,10822370,10808518,25000,0.003935,0.004472,0.007426,0.281293
scaffold_8,10822371,10937886,10895893,25000,0.001898,0.002025,0.002119,0.034122
scaffold_8,10937887,10989836,10958858,25000,0.002151,0.00279,0.004622,0.314343
scaffold_8,10989837,11040538,11015830,25000,0.001486,0.003007,0.00225,0.000724
scaffold_8,11040539,11109552,11070037,25000,0.002138,0.002507,0.002195,-0.029251
scaffold_8,11109553,11151289,11125827,25000,0.001665,0.00175,0.002327,0.159332
scaffold_8,11151291,11191063,11168711,25000,0.002101,0.002277,0.00297,0.156136
scaffold_8,11191064,11218524,11204516,25000,0.002283,0.002124,0.002091,-0.024153
scaffold_8,11218525,11260858,11234516,25000,0.002391,0.002417,0.002371,-0.006749
scaffold_8,11260859,11287832,11274186,25000,0.002512,0.002286,0.002276,-0.027408
scaffold_8,11287833,11319841,11306336,25000,0.002377,0.001875,0.002557,0.094161
scaffold_8,11319842,11467591,11411739,25000,0.002048,0.00185,0.00209,0.03584
scaffold_8,11467592,11494711,11481127,25000,0.002677,0.002076,0.002321,-0.012331
scaffold_8,11494712,11540518,11518282,25000,0.001822,0.001717,0.001649,-0.036283
scaffold_8,11540519,11612646,11583458,25000,0.001556,0.001817,0.002932,0.264049
scaffold_8,11612647,11648940,11635326,25000,0.001664,0.001833,0.003217,0.302658
scaffold_8,11648941,11676862,11662303,25000,0.001981,0.00188,0.009019,0.660422
scaffold_8,11676863,11705091,11691134,25000,0.003587,0.002725,0.003918,0.111356
scaffold_8,11705092,11730503,11717810,25000,0.00424,0.00427,0.016291,0.594642
scaffold_8,11730504,11769767,11749343,25000,0.001696,0.001666,0.010611,0.733663
scaffold_8,11769768,11808498,11790022,25000,0.002229,0.002594,0.002873,0.090233
scaffold_8,11808499,11839598,11825208,25000,0.001995,0.001935,0.003574,0.298091
scaffold_8,11839599,11876496,11854760,25000,0.001756,0.001817,0.004422,0.433372
scaffold_8,11876497,11915162,11891189,25000,0.001503,0.001381,0.001765,0.104076
scaffold_8,11915163,11957443,11932994,25000,0.003315,0.003494,0.006297,0.303741
scaffold_8,11957444,11985890,11970889,25000,0.002795,0.002947,0.004435,0.220213
scaffold_8,11985891,12013043,11999559,25000,0.001477,0.001782,0.003217,0.335579
scaffold_8,12013044,12047203,12028469,25000,0.00166,0.001646,0.010344,0.731659
scaffold_9,12488,55646,37773,25000,0.002419,0.002282,0.002276,-0.014076
scaffold_9,55647,91441,73432,25000,0.002288,0.001635,0.002555,0.153372
scaffold_9,91442,172179,143003,25000,0.001092,0.00159,0.001613,0.066933
scaffold_9,172180,199539,185429,25000,0.001275,0.001284,0.001196,-0.03612
scaffold_9,199540,353774,318974,25000,0.001447,0.001594,0.001747,0.068372
scaffold_9,353776,380922,368128,25000,0.000505,0.000517,0.000474,-0.038461
scaffold_9,380923,446158,413815,25000,0.002229,0.00216,0.002096,-0.023863
scaffold_9,446159,472268,458856,25000,0.002613,0.002834,0.002975,0.046075
scaffold_9,472269,499712,486232,25000,0.001573,0.001514,0.001444,-0.034588
scaffold_9,499713,528824,513485,25000,0.001948,0.001758,0.001726,-0.036752
scaffold_9,528825,590427,564448,25000,0.003853,0.003566,0.003624,-0.012614
scaffold_9,590428,616592,603592,25000,0.003087,0.003051,0.002951,-0.020307
scaffold_9,616593,646389,630824,25000,0.00195,0.001876,0.001819,-0.026046
scaffold_9,646390,680405,659928,25000,0.001273,0.001174,0.001202,-0.009335
scaffold_9,680406,716376,701960,25000,0.001617,0.001274,0.001966,0.157296
scaffold_9,716377,743025,729531,25000,0.002304,0.00222,0.002391,0.028671
scaffold_9,743026,772546,756230,25000,0.003439,0.002938,0.005558,0.274416
scaffold_9,772547,869159,816102,25000,0.001695,0.002317,0.002274,0.085594
scaffold_9,869160,921402,893590,25000,0.001255,0.001296,0.001184,-0.038345
scaffold_9,921403,978739,938675,25000,0.001587,0.003106,0.002846,0.078412
scaffold_9,978740,1047898,1002200,25000,0.002451,0.00263,0.002937,0.072308
scaffold_9,1047900,1087983,1070107,25000,0.001721,0.0018,0.001771,-0.000784
scaffold_9,1087984,1119797,1102671,25000,0.001182,0.001031,0.001013,-0.032654
scaffold_9,1119798,1146071,1132957,25000,0.001288,0.00129,0.001583,0.106488
scaffold_9,1146072,1171983,1159011,25000,0.001695,0.001618,0.004239,0.448524
scaffold_9,1171984,1203376,1187055,25000,0.001913,0.001986,0.001989,0.010446
scaffold_9,1203377,1260033,1235187,25000,0.002815,0.002729,0.002777,-0.00032
scaffold_9,1260034,1287216,1273481,25000,0.00222,0.002788,0.002913,0.085176
scaffold_9,1287217,1325004,1302085,25000,0.001794,0.001699,0.00215,0.103907
scaffold_9,1325005,1363096,1342754,25000,0.001633,0.00148,0.001478,-0.026472
scaffold_9,1363097,1404229,1382444,25000,0.002719,0.002502,0.002621,0.002126
scaffold_9,1404230,1431691,1417660,25000,0.001812,0.001836,0.003277,0.292346
scaffold_9,1431692,1462578,1446451,25000,0.003491,0.003483,0.004312,0.109338
scaffold_9,1462579,1489060,1475739,25000,0.001604,0.001664,0.001983,0.10064
scaffold_9,1489061,1515721,1502436,25000,0.001812,0.001818,0.00171,-0.030786
scaffold_9,1515722,1552235,1537869,25000,0.001751,0.001564,0.00253,0.21101
scaffold_9,1552236,1604450,1569983,25000,0.001396,0.00181,0.00155,-0.017428
scaffold_9,1604451,1629843,1617139,25000,0.001844,0.001425,0.003172,0.313062
scaffold_9,1629844,1655177,1642477,25000,0.001562,0.002032,0.002347,0.136928
scaffold_9,1655178,1731589,1690855,25000,0.002263,0.002345,0.002351,0.009068
scaffold_9,1731590,1770864,1751411,25000,0.003913,0.003835,0.003736,-0.018759
scaffold_9,1770865,1797136,1784056,25000,0.001561,0.001632,0.003613,0.392851
scaffold_9,1797137,1823412,1810269,25000,0.002447,0.002276,0.002257,-0.026337
scaffold_9,1823413,1849708,1836575,25000,0.001872,0.001922,0.002804,0.197521
scaffold_9,1849709,1877528,1863479,25000,0.001828,0.001628,0.001628,-0.030616
scaffold_9,1877529,1904966,1891416,25000,0.001724,0.001943,0.001695,-0.040736
scaffold_9,1904967,1930756,1917776,25000,0.001644,0.001823,0.001588,-0.045408
scaffold_9,1930757,1957824,1945008,25000,0.002385,0.002335,0.003474,0.19657
scaffold_9,1957825,2095621,2057199,25000,0.001658,0.001782,0.001678,-0.009656
scaffold_9,2095622,2120969,2108254,25000,0.002559,0.002126,0.002182,-0.036777
scaffold_9,2120970,2146804,2133891,25000,0.004759,0.004765,0.004544,-0.024315
scaffold_9,2146805,2184134,2168699,25000,0.002267,0.002244,0.002926,0.133544
scaffold_9,2184135,2236798,2215065,25000,0.00109,0.001217,0.001208,0.024068
scaffold_9,2236799,2284144,2257733,25000,0.001937,0.001792,0.001852,-0.00325
scaffold_9,2284145,2314617,2300226,25000,0.001266,0.001251,0.001161,-0.042539
scaffold_9,2314618,2365812,2339281,25000,0.001937,0.001929,0.001806,-0.035253
scaffold_9,2365813,2414406,2398577,25000,0.001337,0.001509,0.001317,-0.045001
scaffold_9,2414408,2440381,2427561,25000,0.001828,0.00195,0.004717,0.434544
scaffold_9,2440382,2466376,2453505,25000,0.00164,0.002167,0.004478,0.415125
scaffold_9,2466377,2491667,2479008,25000,0.002346,0.002542,0.003814,0.226505
scaffold_9,2491668,2516856,2504254,25000,0.003907,0.003918,0.00374,-0.023422
scaffold_9,2516857,2549666,2531869,25000,0.002252,0.002068,0.002017,-0.035641
scaffold_9,2549667,2634637,2620381,25000,0.002751,0.002609,0.002583,-0.019195
scaffold_9,2634638,2682299,2660221,25000,0.002311,0.002136,0.00216,-0.014945
scaffold_9,2682300,2709068,2695913,25000,0.001979,0.002356,0.005906,0.472079
scaffold_9,2709069,2741483,2723507,25000,0.00166,0.002169,0.004435,0.405728
scaffold_9,2741484,2787839,2760926,25000,0.00219,0.002154,0.00456,0.362186
scaffold_9,2787840,2816454,2801378,25000,0.004349,0.004424,0.010926,0.43105
scaffold_9,2816455,2842515,2829681,25000,0.00118,0.00137,0.001184,-0.038159
scaffold_9,2842516,2872530,2858429,25000,0.001888,0.002207,0.001901,-0.038424
scaffold_9,2872531,2898587,2885672,25000,0.002038,0.002117,0.001996,-0.020765
scaffold_9,2898588,2938878,2923152,25000,0.002031,0.001898,0.012529,0.736047
scaffold_9,2938879,2967655,2953322,25000,0.002336,0.002108,0.004049,0.298956
scaffold_9,2967656,3055776,3003554,25000,0.001623,0.001386,0.001674,0.053736
scaffold_9,3055777,3085912,3070965,25000,0.001305,0.001536,0.001393,-0.009813
scaffold_9,3085913,3113817,3099208,25000,0.001199,0.00129,0.00525,0.624965
scaffold_9,3113818,3153862,3130908,25000,0.0018,0.001986,0.001757,-0.038803
scaffold_9,3153863,3180881,3167500,25000,0.003054,0.003022,0.002895,-0.024976
scaffold_9,3180882,3206716,3193786,25000,0.001607,0.001569,0.001477,-0.037739
scaffold_9,3206717,3259013,3224980,25000,0.001277,0.001239,0.001169,-0.038325
scaffold_9,3259014,3285537,3272133,25000,0.002121,0.002133,0.002036,-0.022726
scaffold_9,3285538,3312371,3299506,25000,0.00153,0.001568,0.00144,-0.038009
scaffold_9,3312372,3344311,3329126,25000,0.001952,0.001682,0.0017,-0.034307
scaffold_9,3344312,3371896,3358542,25000,0.001934,0.001965,0.001812,-0.037992
scaffold_9,3371897,3499559,3440958,25000,0.001398,0.001446,0.002017,0.17694
scaffold_9,3499560,3532593,3515070,25000,0.001676,0.00192,0.001678,-0.035781
scaffold_9,3532594,3562078,3547083,25000,0.001664,0.001693,0.001559,-0.038371
scaffold_9,3562079,3614116,3582883,25000,0.001228,0.001174,0.00114,-0.027964
scaffold_9,3614117,3644596,3630245,25000,0.001728,0.001476,0.002155,0.151856
scaffold_9,3644597,3671766,3658414,25000,0.001817,0.001772,0.004371,0.426857
scaffold_9,3671767,3747187,3702798,25000,0.002248,0.002271,0.002278,0.004165
scaffold_9,3747188,3779904,3764965,25000,0.001296,0.001286,0.001199,-0.038378
scaffold_9,3779905,3809977,3796113,25000,0.001811,0.001876,0.001725,-0.034418
scaffold_9,3809978,3839226,3824250,25000,0.002152,0.002141,0.001992,-0.038782
scaffold_9,3839228,3866244,3852656,25000,0.001261,0.001144,0.001117,-0.038266
scaffold_9,3866245,3921014,3898484,25000,0.001977,0.001872,0.002221,0.074155
scaffold_9,3921015,3955312,3936488,25000,0.001977,0.00178,0.0018,-0.022075
scaffold_9,3955313,3985797,3972197,25000,0.003369,0.002568,0.003769,0.122672
scaffold_9,3985798,4054765,4014123,25000,0.001775,0.001849,0.003702,0.350977
scaffold_9,4054766,4127420,4090527,25000,0.001899,0.002125,0.001854,-0.042278
scaffold_9,4127421,4183675,4158462,25000,0.003037,0.00303,0.003109,0.012754
scaffold_9,4183676,4212331,4198400,25000,0.003242,0.003141,0.010109,0.530675
scaffold_9,4212332,4251568,4235670,25000,0.002951,0.002944,0.00651,0.386713
scaffold_9,4251569,4326374,4290307,25000,0.001505,0.001751,0.0016,-0.009846
scaffold_9,4326375,4372411,4342026,25000,0.002331,0.002411,0.002442,0.015273
scaffold_9,4372412,4416424,4390274,25000,0.001489,0.001641,0.001435,-0.044992
scaffold_9,4416425,4492383,4452910,25000,0.001882,0.001875,0.001823,-0.015648
scaffold_9,4492384,4583422,4554470,25000,0.003114,0.002136,0.006421,0.423059
scaffold_9,4583423,4622007,4602627,25000,0.002377,0.001934,0.002341,0.042898
scaffold_9,4622008,4658455,4643294,25000,0.00138,0.001481,0.012466,0.797749
scaffold_9,4658456,4707340,4683478,25000,0.002444,0.002306,0.002382,0.001542
scaffold_9,4707341,4759274,4734046,25000,0.00241,0.002441,0.002279,-0.032372
scaffold_9,4759275,4904615,4823185,25000,0.002815,0.00262,0.002624,-0.021026
scaffold_9,4904616,4946366,4921696,25000,0.002001,0.001976,0.001852,-0.036853
scaffold_9,4946367,4977921,4961376,25000,0.002153,0.002027,0.001943,-0.037755
scaffold_9,4977922,5011855,4995108,25000,0.00239,0.001999,0.002435,0.051081
scaffold_9,5011856,5051565,5032707,25000,0.002663,0.002264,0.002445,-0.004933
scaffold_9,5051566,5169948,5104410,25000,0.001409,0.001376,0.001298,-0.037581
scaffold_9,5169949,5215831,5187630,25000,0.001096,0.001315,0.001122,-0.037334
scaffold_9,5215832,5244587,5230740,25000,0.00191,0.002044,0.001867,-0.029544
scaffold_9,5244588,5284791,5261939,25000,0.004129,0.003904,0.003851,-0.023966
scaffold_9,5284792,5334900,5310482,25000,0.004307,0.004682,0.004478,-0.001854
scaffold_9,5334901,5367238,5352356,25000,0.002623,0.003223,0.002763,-0.0377
scaffold_9,5367239,5435392,5408030,25000,0.001454,0.001464,0.001376,-0.030058
scaffold_9,5435393,5477397,5456541,25000,0.001606,0.001642,0.001496,-0.042516
scaffold_9,5477398,5506456,5493133,25000,0.001605,0.001772,0.001597,-0.028458
scaffold_9,5506457,5560607,5522171,25000,0.001281,0.001574,0.002077,0.190907
scaffold_9,5560608,5649829,5614152,25000,0.001478,0.001636,0.001474,-0.027655
scaffold_9,5649830,5695178,5679825,25000,0.00212,0.001956,0.001949,-0.023113
scaffold_9,5695179,5747706,5725440,25000,0.001406,0.001517,0.001358,-0.038177
scaffold_9,5747707,5794297,5771635,25000,0.002849,0.002902,0.002795,-0.014733
scaffold_9,5794298,5888570,5848109,25000,0.002407,0.002494,0.002441,-0.002473
scaffold_9,5888571,5949671,5919399,25000,0.001528,0.001979,0.006149,0.565229
scaffold_9,5949675,5995445,5971195,25000,0.002057,0.001604,0.005724,0.524458
scaffold_9,5995446,6063875,6033739,25000,0.002438,0.001488,0.006253,0.531161
scaffold_9,6063876,6145802,6119423,25000,0.001593,0.001676,0.001512,-0.040368
scaffold_9,6145803,6181305,6166476,25000,0.002057,0.002044,0.008009,0.601102
