scaffold,start,end,mid,sites,pi_Ppr1,pi_Ppr2,dxy_Ppr1_Ppr2,Fst_Ppr1_Ppr2
chr8,11909583,11939154,11923051,25000,0.003543,0.003025,0.009349,0.490728
chr8,11939155,11967387,11952754,25000,0.003626,0.003588,0.01422,0.60551
chr8,11967388,11994787,11981612,25000,0.002957,0.002933,0.009446,0.535265
chr8,11994788,12020612,12007781,25000,0.003425,0.002657,0.005539,0.299988
chr8,12020613,12046795,12034122,25000,0.002917,0.002224,0.006074,0.41554
chr8,12046796,12072645,12059603,25000,0.002589,0.002718,0.006332,0.419665
chr8,12072646,12098360,12085546,25000,0.003005,0.002845,0.005998,0.354098
chr8,12098361,12123653,12110971,25000,0.003357,0.002827,0.003844,0.11262
chr8,12123654,12149301,12136461,25000,0.002914,0.002287,0.007818,0.512956
chr8,12149302,12176044,12162966,25000,0.003067,0.003025,0.006748,0.388086
chr8,12176045,12202363,12189282,25000,0.003859,0.003923,0.009648,0.435621
chr8,12202364,12228271,12215310,25000,0.003784,0.003763,0.008887,0.41423
chr8,12228272,12258674,12244181,25000,0.004544,0.003664,0.010948,0.465242
chr8,12258675,12286320,12272766,25000,0.001627,0.001552,0.001912,0.095832
chr8,12286321,12312601,12299429,25000,0.001817,0.002137,0.002431,0.106888
chr8,12312602,12338385,12325470,25000,0.004288,0.003941,0.00942,0.402188
chr8,12338386,12364628,12351458,25000,0.002969,0.003911,0.008944,0.454958
chr8,12364629,12390459,12377534,25000,0.002051,0.00412,0.006149,0.341211
chr8,12390460,12417091,12403879,25000,0.002935,0.003339,0.0055,0.278223
chr8,12417092,12443799,12430588,25000,0.003542,0.003006,0.005607,0.270987
chr8,12443800,12484899,12465753,25000,0.002947,0.002945,0.004058,0.164479
chr8,12484900,12510836,12497784,25000,0.004827,0.00374,0.009033,0.366502
chr8,12510837,12537333,12523759,25000,0.002657,0.003138,0.008221,0.489378
chr8,12537334,12563613,12550445,25000,0.003693,0.003891,0.012024,0.531086
chr8,12563614,12589218,12576459,25000,0.00329,0.002505,0.013214,0.65007
chr8,12589219,12614923,12602070,25000,0.00438,0.003207,0.00844,0.389918
chr8,12614924,12641159,12628193,25000,0.004628,0.004319,0.011288,0.442811
chr8,12641160,12667289,12654196,25000,0.002522,0.003014,0.008741,0.52957
chr8,12667290,12694389,12681136,25000,0.003256,0.002392,0.008822,0.525619
chr8,12694390,12720178,12707308,25000,0.004066,0.003905,0.007913,0.339497
chr8,12720179,12745566,12732873,25000,0.003022,0.002465,0.005152,0.314175
chr8,12745567,12771169,12758377,25000,0.002034,0.003245,0.00439,0.257065
chr8,12771170,12797738,12784430,25000,0.00559,0.003215,0.010778,0.430386
chr8,12797739,12824456,12810873,25000,0.00524,0.004412,0.015397,0.533305
chr8,12824457,12850168,12837218,25000,0.002197,0.003107,0.008747,0.545252
chr8,12850169,12876095,12863088,25000,0.00428,0.00388,0.006574,0.241799
chr8,12876096,12901882,12889039,25000,0.003757,0.003809,0.012803,0.554352
chr8,12901883,12927350,12914598,25000,0.002967,0.003356,0.009564,0.51373
chr8,12927351,12953528,12940762,25000,0.002703,0.002796,0.005972,0.379471
chr8,12953529,12979009,12966280,25000,0.003319,0.003289,0.012203,0.584217
chr8,12979010,13005569,12992125,25000,0.003974,0.004688,0.00927,0.373026
chr8,13005570,13032219,13018900,25000,0.004502,0.007976,0.014354,0.404277
chr8,13032220,13063861,13049826,25000,0.004677,0.004232,0.010188,0.40174
chr8,13063862,13089415,13076656,25000,0.004246,0.003736,0.01064,0.465062
chr8,13089416,13115157,13102236,25000,0.00184,0.001847,0.003167,0.272525
chr8,13115158,13141997,13128543,25000,0.002453,0.003375,0.006453,0.38784
chr8,13141998,13173306,13159556,25000,0.004217,0.003678,0.007454,0.316696
chr8,13173307,13199842,13186839,25000,0.002619,0.004202,0.005538,0.245539
chr8,13199843,13225630,13212773,25000,0.002076,0.002838,0.008119,0.545936
chr8,13225631,13251575,13238475,25000,0.003744,0.004714,0.010722,0.444729
chr8,13251576,13380573,13297668,25000,0.003883,0.004317,0.007561,0.305756
chr8,13380574,13419965,13393699,25000,0.001864,0.001579,0.001944,0.063263
chr8,13419966,13469850,13443479,25000,0.005133,0.00336,0.008466,0.341443
chr8,13469851,13503537,13486854,25000,0.002629,0.003166,0.004333,0.205424
chr8,13503539,13568129,13543285,25000,0.002589,0.002014,0.007649,0.54799
chr8,13568130,13595274,13581903,25000,0.003172,0.002781,0.008921,0.510269
chr8,13595275,13621282,13608295,25000,0.002522,0.002499,0.003593,0.18365
chr8,13621283,13647109,13634215,25000,0.004031,0.002658,0.009968,0.508171
chr8,13647110,13684355,13665238,25000,0.004092,0.005544,0.00751,0.225698
chr8,13684356,13764365,13726649,25000,0.004161,0.005169,0.015847,0.555694
chr8,13764366,13791513,13777407,25000,0.003712,0.004932,0.008084,0.31233
chr8,13791514,13828164,13808984,25000,0.004406,0.004233,0.01383,0.534597
chr8,13828165,13853534,13840907,25000,0.003048,0.003457,0.006631,0.351501
chr8,13853535,13878864,13866199,25000,0.003459,0.003705,0.005134,0.184321
chr8,13878865,13904252,13891610,25000,0.002441,0.002621,0.005099,0.346134
chr8,13904253,13930532,13917412,25000,0.003122,0.002408,0.007686,0.481502
chr8,13930533,13956293,13943368,25000,0.004066,0.003707,0.009602,0.434133
chr8,13956294,13982506,13969396,25000,0.002727,0.002801,0.007519,0.473042
chr8,13982507,14008842,13995508,25000,0.002634,0.003198,0.005046,0.276038
chr8,14008843,14034700,14021723,25000,0.003593,0.003467,0.010875,0.520523
chr8,14034701,14060160,14047406,25000,0.00273,0.005204,0.011504,0.497817
chr8,14060161,14086345,14073370,25000,0.003912,0.004669,0.01427,0.548226
chr8,14086346,14112095,14099145,25000,0.005085,0.003557,0.010836,0.440292
chr8,14112096,14139394,14125408,25000,0.005631,0.003903,0.010979,0.404729
chr8,14139395,14165749,14152589,25000,0.002505,0.00249,0.003299,0.145146
chr8,14165750,14191294,14178465,25000,0.002627,0.002594,0.005225,0.343135
chr8,14191295,14218328,14204460,25000,0.003856,0.003452,0.00746,0.352116
chr8,14218329,14244728,14231753,25000,0.004883,0.002498,0.014328,0.600629
chr8,14244729,14270891,14257823,25000,0.002473,0.002596,0.005065,0.342431
chr8,14270892,14296693,14283654,25000,0.004737,0.003825,0.01181,0.478483
chr8,14296694,14322251,14309435,25000,0.003181,0.00275,0.00568,0.323207
chr8,14322252,14347885,14335119,25000,0.00339,0.00457,0.010555,0.462919
chr8,14347886,14374050,14360837,25000,0.003257,0.002673,0.006317,0.371029
chr8,14374051,14400479,14387094,25000,0.003315,0.003155,0.006549,0.34832
chr8,14400480,14458894,14421969,25000,0.002764,0.004003,0.007802,0.405239
chr8,14458895,14497692,14476271,25000,0.001434,0.003577,0.003711,0.136196
chr8,14497693,14546367,14525317,25000,0.002618,0.002702,0.006413,0.423964
chr8,14546369,14597878,14574618,25000,0.002956,0.003612,0.008142,0.435615
chr8,14597879,14628272,14613267,25000,0.003189,0.006009,0.008387,0.300568
chr8,14628273,14655817,14642182,25000,0.006341,0.004101,0.010556,0.347779
chr8,14655818,14681317,14668557,25000,0.004606,0.004538,0.011222,0.431442
chr8,14681318,14707267,14694348,25000,0.003261,0.002404,0.007237,0.447944
chr8,14707268,14738660,14721401,25000,0.004,0.004205,0.013551,0.545801
chr8,14738661,14785916,14770174,25000,0.005195,0.004256,0.008896,0.315274
chr8,14785917,14812139,14799160,25000,0.003887,0.002405,0.007198,0.401943
chr8,14812140,14837565,14824847,25000,0.002703,0.002838,0.00533,0.325232
chr8,14837566,14863182,14850238,25000,0.003017,0.003316,0.008989,0.489594
chr8,14863183,14888702,14875923,25000,0.00242,0.003531,0.006527,0.38378
chr8,14888703,14914308,14901519,25000,0.003467,0.003124,0.01137,0.561077
chr8,14914309,14939718,14927026,25000,0.002688,0.003085,0.007406,0.449639
chr8,14939720,14965989,14952766,25000,0.003961,0.003916,0.011627,0.504568
chr8,14965990,14991784,14978772,25000,0.004139,0.003719,0.008486,0.377025
chr8,14991785,15020760,15005816,25000,0.002559,0.003821,0.008691,0.473627
chr8,15020761,15048333,15034866,25000,0.005635,0.00347,0.014935,0.54335
chr8,15048334,15091622,15067607,25000,0.004507,0.002852,0.008714,0.416502
chr8,15091623,15133201,15107218,25000,0.002636,0.005285,0.012853,0.539459
chr8,15133202,15204088,15177133,25000,0.002415,0.003143,0.004932,0.287911
chr8,15204089,15229517,15216772,25000,0.002925,0.003818,0.005944,0.284787
chr8,15229518,15255112,15242364,25000,0.002463,0.003369,0.003535,0.099066
chr8,15255113,15280476,15267795,25000,0.002967,0.002295,0.005846,0.389382
chr8,15280477,15305890,15293179,25000,0.003258,0.003126,0.004486,0.174648
chr8,15305891,15332698,15318743,25000,0.003453,0.002489,0.009025,0.515339
chr8,15332701,15361669,15347868,25000,0.004101,0.004413,0.014883,0.565679
chr8,15361670,15388264,15375089,25000,0.003748,0.003563,0.010832,0.506045
chr8,15388265,15429624,15404396,25000,0.005379,0.00379,0.010111,0.386108
chr8,15429625,15471950,15450487,25000,0.003023,0.005499,0.010824,0.445524
chr8,15471951,15498328,15485277,25000,0.00322,0.002805,0.007447,0.434424
chr8,15498329,15524207,15511171,25000,0.002313,0.002903,0.003808,0.19352
chr8,15524208,15553120,15539890,25000,0.003619,0.004014,0.008001,0.363911
chr8,15553121,15605815,15567723,25000,0.004348,0.005286,0.009364,0.329941
chr8,15605816,15682332,15657865,25000,0.004327,0.004257,0.008699,0.348884
chr8,15682333,15724324,15698488,25000,0.00268,0.003061,0.008809,0.519086
chr8,15724325,15772341,15743318,25000,0.004547,0.006315,0.011275,0.36387
chr8,15772342,15824332,15803994,25000,0.003206,0.007685,0.013402,0.432581
chr8,15824333,15861777,15846221,25000,0.00289,0.004003,0.015084,0.637946
chr8,15861778,15905457,15886327,25000,0.004653,0.004495,0.019235,0.625812
chr8,15905458,15937662,15919039,25000,0.004896,0.004767,0.013028,0.469553
chr8,15937663,15965274,15952019,25000,0.005764,0.002064,0.010387,0.463199
chr8,15965275,15992893,15979364,25000,0.004081,0.004223,0.019372,0.656652
chr8,15992894,16035370,16010451,25000,0.003711,0.002916,0.011375,0.559362
chr8,16035371,16088929,16054752,25000,0.004047,0.00536,0.011289,0.422144
chr8,16088930,16197302,16153773,25000,0.003524,0.005272,0.008216,0.311782
chr8,16197303,16233126,16218691,25000,0.004618,0.003733,0.011083,0.463239
chr8,16233127,16260492,16246737,25000,0.003163,0.002765,0.012422,0.624773
chr8,16260493,16308499,16280446,25000,0.001932,0.001747,0.002579,0.173459
chr8,16308500,16337386,16322670,25000,0.004949,0.005263,0.015985,0.526444
chr8,16337387,16365616,16352275,25000,0.003164,0.002411,0.009039,0.539208
chr8,16365617,16397362,16382057,25000,0.006838,0.004497,0.015609,0.477847
chr8,16397363,16436714,16419327,25000,0.003873,0.003311,0.009089,0.443932
chr8,16436715,16462147,16449418,25000,0.002523,0.002424,0.005821,0.413846
chr8,16462148,16487854,16475084,25000,0.002317,0.002873,0.003669,0.177504
chr8,16487855,16527124,16508996,25000,0.003141,0.004165,0.019548,0.694198
chr8,16527125,16575680,16555217,25000,0.003782,0.004976,0.012289,0.485196
chr8,16575681,16607900,16590869,25000,0.004061,0.003365,0.005507,0.201328
chr8,16607901,16660549,16638808,25000,0.002151,0.002893,0.007674,0.515954
chr8,16660550,16699369,16683331,25000,0.005731,0.004848,0.016892,0.533686
chr8,16699370,16726487,16713097,25000,0.004207,0.005105,0.014469,0.523739
chr8,16726488,16753457,16740155,25000,0.00372,0.006024,0.013573,0.482339
chr8,16753458,16802671,16786964,25000,0.002075,0.004556,0.008617,0.454836
chr8,16802672,16828162,16815402,25000,0.002473,0.002385,0.003494,0.186253
chr8,16828163,16931895,16856546,25000,0.007228,0.005879,0.006269,-0.02318
chr8,16931896,16958003,16944916,25000,0.004126,0.004126,0.003782,-0.045454
chr8,16958004,17006910,16982660,25000,0.00488,0.00514,0.004594,-0.045276
chr8,17006911,17036701,17021133,25000,0.00324,0.003148,0.002936,-0.044074
chr8,17036702,17069071,17052298,25000,0.008828,0.00902,0.008181,-0.045433
chr8,17069072,17096882,17083779,25000,0.006031,0.006058,0.005575,-0.042372
chr8,17096883,17122396,17109753,25000,0.004218,0.004198,0.003865,-0.044406
chr8,17122397,17158404,17143812,25000,0.00394,0.003992,0.003635,-0.045488
chr8,17158405,17188261,17171970,25000,0.004632,0.004616,0.004239,-0.045454
chr8,17188262,17213723,17200883,25000,0.002636,0.002636,0.002416,-0.045455
chr8,17213724,17239039,17226434,25000,0.005446,0.005389,0.004966,-0.045437
chr8,17239040,17264536,17251727,25000,0.002942,0.002942,0.002696,-0.045455
chr8,17264537,17289984,17277294,25000,0.004049,0.004046,0.00371,-0.045447
chr8,17289985,17322806,17306648,25000,0.005233,0.005241,0.004801,-0.045454
chr8,17322807,17349419,17335990,25000,0.001281,0.001281,0.001153,-0.055556
chr8,17349420,17374676,17362031,25000,0.005577,0.005774,0.00527,-0.038731
chr8,17374677,17405246,17389755,25000,0.004287,0.004277,0.003925,-0.045535
chr8,17405247,17433687,17418425,25000,0.004977,0.00498,0.004564,-0.045454
chr8,17433688,17459894,17447186,25000,0.002069,0.002069,0.001896,-0.04545
chr8,17459895,17496888,17477962,25000,0.003272,0.00309,0.002916,-0.04541
chr8,17496889,17523685,17510341,25000,0.002485,0.002485,0.002278,-0.045429
chr8,17523686,17550123,17536768,25000,0.002125,0.002122,0.001946,-0.045516
chr8,17550124,17575640,17562825,25000,0.003418,0.003418,0.003133,-0.045454
chr8,17575641,17615732,17591228,25000,0.004667,0.004565,0.004231,-0.045526
chr8,17615733,17642327,17629202,25000,0.004307,0.004305,0.003947,-0.045451
chr8,17642328,17668046,17655211,25000,0.00517,0.005241,0.004876,-0.034123
chr8,17668047,17693375,17680743,25000,0.001857,0.001898,0.001721,-0.045615
chr8,17693376,17718644,17705994,25000,0.001585,0.001581,0.001451,-0.045453
chr8,17718645,17744025,17731355,25000,0.001598,0.001618,0.001473,-0.045649
chr8,17744026,17769242,17756684,25000,0.001451,0.001451,0.00133,-0.045455
chr8,17769243,17795125,17782138,25000,0.001902,0.001902,0.001743,-0.045452
chr8,17795126,17820392,17807743,25000,0.00155,0.001569,0.00143,-0.045451
chr8,17820393,17845877,17833083,25000,0.005025,0.005047,0.004616,-0.045453
chr8,17845878,17874510,17860619,25000,0.001245,0.001255,0.001146,-0.045454
chr8,17874511,17900498,17887754,25000,0.001963,0.001988,0.001811,-0.045302
chr8,17900499,17947091,17915392,25000,0.001725,0.001686,0.001602,-0.032517
chr8,17947092,17977555,17962543,25000,0.002571,0.002571,0.002357,-0.045454
chr8,17977556,18083084,18016310,25000,0.003255,0.003995,0.003941,0.043434
chr8,18083085,18115468,18099971,25000,0.004142,0.0042,0.004054,-0.014936
chr8,18115469,18140874,18128083,25000,0.002826,0.002739,0.002542,-0.047266
chr8,18140875,18178801,18165918,25000,0.002257,0.00228,0.002081,-0.045006
chr8,18178802,18204414,18191545,25000,0.002315,0.0022,0.002082,-0.042334
chr8,18204415,18232525,18217633,25000,0.002329,0.002336,0.002138,-0.045518
chr8,18232526,18257734,18245119,25000,0.001894,0.001882,0.001731,-0.045457
chr8,18257735,18283091,18270354,25000,0.001422,0.00141,0.001297,-0.045561
chr8,18283092,18308217,18295684,25000,0.003556,0.003546,0.003309,-0.03691
chr8,18308218,18334114,18321326,25000,0.004413,0.004418,0.004047,-0.045454
chr8,18334115,18359610,18346860,25000,0.002745,0.002704,0.002497,-0.045568
chr8,18359611,18384790,18372189,25000,0.001874,0.001882,0.001722,-0.045444
chr8,18384791,18413530,18397876,25000,0.002515,0.002491,0.002294,-0.045513
chr8,18413531,18440437,18426755,25000,0.002375,0.00239,0.002184,-0.045399
chr8,18440438,18488372,18473479,25000,0.003021,0.003076,0.002794,-0.045552
chr8,18488373,18515301,18501628,25000,0.003338,0.003338,0.00306,-0.045454
chr8,18515302,18567667,18551222,25000,0.004109,0.00428,0.003844,-0.045623
chr8,18567668,18600297,18586012,25000,0.002399,0.002454,0.002224,-0.045401
chr8,18600298,18626400,18613333,25000,0.002711,0.002708,0.002533,-0.03519
chr8,18626401,18652000,18639197,25000,0.001874,0.001874,0.001718,-0.045454
chr8,18652001,18685499,18670948,25000,0.003689,0.003656,0.003367,-0.045398
chr8,18685500,18711711,18698516,25000,0.002266,0.002205,0.002049,-0.04545
chr8,18711712,18750402,18732112,25000,0.004049,0.004278,0.003817,-0.045452
chr8,18750403,18778618,18765075,25000,0.00183,0.00183,0.001678,-0.045454
chr8,18778619,18811533,18792060,25000,0.004042,0.004111,0.003736,-0.045569
chr8,18811534,18845532,18832771,25000,0.002588,0.002613,0.002386,-0.044896
chr8,18845533,18874937,18862002,25000,0.002116,0.002076,0.001922,-0.045452
chr8,18874938,18905684,18889583,25000,0.003022,0.003123,0.002817,-0.045406
chr8,18905685,18933446,18920476,25000,0.002252,0.002281,0.002145,-0.028608
chr8,18933447,18958547,18945979,25000,0.002229,0.002229,0.002044,-0.045455
chr8,18958548,18983662,18971083,25000,0.002296,0.002296,0.002105,-0.045454
chr8,18983663,19009431,18996394,25000,0.002823,0.00281,0.002582,-0.045451
chr8,19009432,19034910,19022118,25000,0.007425,0.007433,0.00681,-0.045455
chr8,19034911,19060228,19047657,25000,0.003438,0.003413,0.00314,-0.045413
chr8,19060229,19099886,19079958,25000,0.000988,0.000988,0.000906,-0.045454
chr8,19099887,19140909,19125174,25000,0.002254,0.002313,0.002092,-0.045605
chr8,19140910,19194322,19156694,25000,0.001735,0.001729,0.001559,-0.055332
chr8,19194323,19219707,19207013,25000,0.001644,0.001629,0.0015,-0.045444
chr8,19219708,19259397,19241596,25000,0.003345,0.003322,0.003072,-0.042711
chr8,19259398,19284747,19272059,25000,0.0027,0.0027,0.002474,-0.045502
chr8,19284748,19310294,19297533,25000,0.002281,0.002274,0.002088,-0.045523
chr8,19310295,19335580,19322894,25000,0.002226,0.002226,0.00204,-0.045454
chr8,19335581,19364857,19350352,25000,0.001532,0.001563,0.001481,-0.022856
chr8,19364858,19391461,19378837,25000,0.001725,0.001855,0.001644,-0.044451
chr8,19391462,19416893,19404211,25000,0.002304,0.002304,0.002112,-0.045454
chr8,19416894,19442080,19429483,25000,0.003221,0.003225,0.002955,-0.045453
chr8,19442081,19467897,19454906,25000,0.002534,0.002543,0.002327,-0.045435
chr8,19467898,19493889,19480569,25000,0.002117,0.002112,0.001938,-0.045445
chr8,19493890,19511829,19502828,17638,0.002325,0.002331,0.002159,-0.039351
chr9,32252,63922,47531,25000,0.000785,0.002957,0.009865,0.69445
chr9,63923,102005,82643,25000,0.001202,0.002935,0.005409,0.457298
chr9,102006,142268,118102,25000,0.001301,0.001862,0.018518,0.848197
chr9,142269,185141,158310,25000,0.002895,0.002247,0.004053,0.231116
chr9,185142,222518,207900,25000,0.004468,0.002294,0.013846,0.617553
chr9,222519,249647,236735,25000,0.004118,0.002059,0.013521,0.637975
chr9,249648,280388,266754,25000,0.001442,0.001463,0.002275,0.228166
chr9,280389,317452,298524,25000,0.002249,0.005045,0.006747,0.307226
chr9,317453,344537,331192,25000,0.004027,0.00326,0.009959,0.474851
chr9,344538,373072,357509,25000,0.001684,0.002122,0.004258,0.392404
chr9,373073,399467,386051,25000,0.003035,0.003337,0.005175,0.245705
chr9,399468,435336,417383,25000,0.002692,0.005503,0.014637,0.573021
chr9,435337,469166,450677,25000,0.003286,0.002781,0.00776,0.448374
chr9,469167,495679,482552,25000,0.004019,0.004272,0.009335,0.395065
chr9,495680,531745,512562,25000,0.003123,0.005329,0.008053,0.320861
chr9,531746,576635,550305,25000,0.003621,0.002469,0.014187,0.656279
chr9,576636,635700,614235,25000,0.003217,0.005593,0.010389,0.41475
chr9,635702,665565,651355,25000,0.003969,0.003937,0.009083,0.403722
chr9,665566,691418,678455,25000,0.003115,0.002773,0.010071,0.558131
chr9,691419,716864,704076,25000,0.003129,0.003226,0.005977,0.314941
chr9,716865,743102,730018,25000,0.001569,0.001657,0.001626,0.004017
chr9,743103,768636,755833,25000,0.002051,0.003507,0.005435,0.332691
chr9,768637,794215,781488,25000,0.002078,0.002488,0.009336,0.617104
chr9,794216,819632,806977,25000,0.002689,0.002363,0.010967,0.635512
chr9,819633,845016,832345,25000,0.002153,0.002174,0.002475,0.070017
chr9,845017,870399,857693,25000,0.001563,0.001511,0.002411,0.228687
chr9,870400,899498,883480,25000,0.001531,0.001959,0.002374,0.158278
chr9,899499,925902,912483,25000,0.004386,0.003146,0.013825,0.582223
chr9,925903,952795,938725,25000,0.003815,0.002921,0.00975,0.497125
chr9,952796,985693,971029,25000,0.001333,0.001284,0.00154,0.084501
chr9,985694,1011465,998604,25000,0.003822,0.002732,0.006879,0.364437
chr9,1011466,1041452,1025492,25000,0.004225,0.002298,0.005235,0.239989
chr9,1041453,1069824,1056331,25000,0.005306,0.003306,0.008151,0.31785
chr9,1069825,1111325,1093592,25000,0.002315,0.002408,0.006162,0.456433
chr9,1111326,1137578,1124273,25000,0.003228,0.002963,0.011032,0.572248
chr9,1137579,1162889,1150264,25000,0.002111,0.002378,0.00428,0.321235
chr9,1162890,1188290,1175568,25000,0.002376,0.002227,0.005229,0.398868
chr9,1188291,1213772,1201025,25000,0.001721,0.00176,0.002177,0.115686
chr9,1213773,1244156,1228037,25000,0.003582,0.003067,0.006305,0.318667
chr9,1244157,1274918,1259416,25000,0.005146,0.003794,0.00944,0.367124
chr9,1274919,1300634,1287782,25000,0.002694,0.003316,0.010982,0.58068
chr9,1300635,1327537,1314019,25000,0.003979,0.003943,0.017556,0.641641
chr9,1327538,1356976,1341395,25000,0.003693,0.003551,0.009295,0.449639
chr9,1356977,1384074,1370552,25000,0.005746,0.003276,0.010427,0.406284
chr9,1384075,1409578,1396833,25000,0.002918,0.002238,0.008907,0.56156
chr9,1409579,1436892,1423366,25000,0.003444,0.003747,0.009725,0.4707
chr9,1436893,1463916,1449992,25000,0.003955,0.003153,0.009071,0.447478
chr9,1463917,1497444,1479589,25000,0.00265,0.003212,0.004092,0.171302
chr9,1497451,1525062,1511296,25000,0.004414,0.003691,0.014594,0.57575
chr9,1525063,1550974,1538220,25000,0.002817,0.002718,0.00674,0.428233
chr9,1550975,1576336,1563657,25000,0.002503,0.002427,0.004613,0.31248
chr9,1576337,1601945,1589276,25000,0.002264,0.002071,0.002362,0.044723
chr9,1601946,1627619,1614703,25000,0.002546,0.002543,0.00459,0.295443
chr9,1627620,1653080,1640334,25000,0.002537,0.002214,0.004933,0.359724
chr9,1653081,1679915,1666534,25000,0.00201,0.004241,0.006221,0.34069
chr9,1679916,1727198,1698139,25000,0.003604,0.002739,0.004007,0.120793
chr9,1727199,1753005,1740100,25000,0.002475,0.002466,0.004494,0.299307
chr9,1753006,1780528,1766765,25000,0.003187,0.002424,0.011946,0.629634
chr9,1780529,1806338,1793529,25000,0.002661,0.002792,0.009319,0.557852
chr9,1806339,1832399,1819278,25000,0.002557,0.002601,0.006551,0.445506
chr9,1832400,1857908,1845175,25000,0.002647,0.002616,0.004192,0.236257
chr9,1857909,1883836,1870825,25000,0.002592,0.003229,0.005198,0.290824
chr9,1883837,1909646,1896733,25000,0.0034,0.004112,0.009199,0.430558
chr9,1909647,1936461,1922614,25000,0.002904,0.00403,0.01037,0.509495
chr9,1936462,1967773,1952682,25000,0.003023,0.003178,0.004988,0.241075
chr9,1967774,1995591,1981707,25000,0.005508,0.003155,0.014429,0.548754
chr9,1995592,2023200,2009052,25000,0.004929,0.003439,0.012556,0.510749
chr9,2023201,2053503,2038816,25000,0.005588,0.003396,0.011385,0.444672
chr9,2053504,2080454,2066911,25000,0.006058,0.003725,0.012994,0.463565
chr9,2080455,2108924,2093767,25000,0.003754,0.00329,0.007849,0.39064
chr9,2108925,2144011,2130026,25000,0.002276,0.004366,0.010089,0.515303
chr9,2144012,2170272,2157051,25000,0.003283,0.003632,0.006763,0.332777
chr9,2170273,2196194,2183282,25000,0.004646,0.0044,0.009603,0.369492
chr9,2196195,2222372,2209053,25000,0.003074,0.004448,0.006405,0.268319
chr9,2222373,2249264,2236258,25000,0.003691,0.004567,0.011143,0.469863
chr9,2249265,2275042,2262079,25000,0.002723,0.004543,0.009582,0.460728
chr9,2275043,2301716,2287867,25000,0.002137,0.002397,0.005254,0.407421
chr9,2301717,2329189,2314865,25000,0.003755,0.004868,0.011165,0.453366
chr9,2329190,2355633,2342486,25000,0.004189,0.004465,0.011642,0.468681
chr9,2355634,2381265,2368389,25000,0.003102,0.003211,0.010024,0.531691
chr9,2381266,2406624,2393947,25000,0.003055,0.003363,0.006995,0.38101
chr9,2406625,2435652,2420750,25000,0.002543,0.004061,0.008082,0.430255
chr9,2435653,2461437,2448479,25000,0.002911,0.002984,0.009335,0.530675
chr9,2461438,2487145,2474260,25000,0.002994,0.002173,0.004624,0.291779
chr9,2487146,2513173,2500036,25000,0.003863,0.003416,0.011141,0.518136
chr9,2513174,2545349,2529319,25000,0.004031,0.003418,0.005164,0.167808
chr9,2545350,2571666,2558635,25000,0.0037,0.003226,0.005221,0.20942
chr9,2571667,2597538,2584558,25000,0.003112,0.002801,0.00733,0.435615
chr9,2597539,2624028,2610518,25000,0.00215,0.002779,0.005034,0.352259
chr9,2624029,2650076,2637047,25000,0.003355,0.002453,0.00614,0.367642
chr9,2650077,2675842,2663004,25000,0.004052,0.002838,0.011184,0.539565
chr9,2675843,2731498,2704252,25000,0.003668,0.003129,0.008116,0.416722
chr9,2731499,2757095,2744272,25000,0.002537,0.00253,0.006875,0.472055
chr9,2757096,2783559,2770491,25000,0.003508,0.003119,0.009633,0.498788
chr9,2783560,2836259,2805295,25000,0.00323,0.00367,0.01211,0.567032
chr9,2836260,2862356,2849362,25000,0.002268,0.002019,0.007162,0.549888
chr9,2862357,2887930,2875114,25000,0.003026,0.003498,0.00931,0.491729
chr9,2887931,2913879,2900873,25000,0.003826,0.003125,0.00902,0.454237
chr9,2913880,2939666,2926852,25000,0.002235,0.00201,0.004276,0.346187
chr9,2939667,2965603,2952552,25000,0.004274,0.00345,0.007437,0.325675
chr9,2965604,3011835,2991883,25000,0.005075,0.002126,0.011091,0.520496
chr9,3011836,3038154,3024943,25000,0.002983,0.003409,0.01218,0.594541
chr9,3038155,3064069,3051207,25000,0.00407,0.003143,0.009665,0.46709
chr9,3064070,3100596,3078570,25000,0.002351,0.002411,0.006643,0.482939
chr9,3100597,3129689,3115308,25000,0.001985,0.001882,0.006667,0.560875
chr9,3129690,3155544,3142498,25000,0.006238,0.004052,0.009585,0.312121
chr9,3155545,3181787,3168880,25000,0.003069,0.002942,0.006441,0.37359
chr9,3181788,3209124,3194852,25000,0.001712,0.00161,0.00308,0.305368
chr9,3209125,3235007,3222193,25000,0.002307,0.001952,0.003041,0.18257
chr9,3235008,3261719,3248555,25000,0.003756,0.003244,0.013055,0.587502
chr9,3261720,3292520,3278884,25000,0.003067,0.005379,0.007731,0.302385
chr9,3292521,3318127,3305295,25000,0.003801,0.004035,0.012734,0.540013
chr9,3318128,3343987,3331154,25000,0.002958,0.002801,0.005737,0.341082
chr9,3343988,3370213,3357002,25000,0.002329,0.004007,0.004899,0.221805
chr9,3370214,3396735,3383720,25000,0.002599,0.002937,0.005425,0.333718
chr9,3396736,3422276,3409504,25000,0.002269,0.002033,0.003311,0.219567
chr9,3422277,3447762,3435037,25000,0.002792,0.003421,0.00684,0.385415
chr9,3447763,3475000,3460931,25000,0.002865,0.003478,0.008985,0.488812
chr9,3475001,3501510,3488459,25000,0.004533,0.00363,0.009644,0.415555
chr9,3501511,3527115,3514303,25000,0.002943,0.00265,0.00765,0.4752
chr9,3527116,3559016,3545260,25000,0.002245,0.00226,0.00363,0.240853
